name,address,type
La Porte Bay Area Heritage Society,604 Park Street,Museum
Piscinas Publicas,Texas St,Museum
Sheriff Marine Division,100-170 E A St,Museum
Butler Madeleine,415 Bayridge Rd,Museum
Morgan Point Museum And Archives,1814 E Barbours Cut Blvd,Museum
San Jacinto Museum of History,1 Monument Cir,Museum
