name,address,type,place
Vestiduras para Danza Cristiana Alfa y Omega,Adelanto,Clothing store,adelanto
Family Dollar,Adelanto,Clothing store,adelanto
NOVA INC,,Clothing store,adelanto
Linen God LLC,,Clothing store,adelanto
Red Royalty Collections,,Women's clothing store,adelanto
justice  fab21wetsealooochildrensplaceooo,Adelanto,Clothing store,adelanto
Amot Apparel,Victorville,Clothing store,adelanto
Nids Fat Packs,Adelanto,Baby store,adelanto
Trippy Hippy,,Clothing store,adelanto
Submission Sports,Victorville,Clothing store,adelanto
Fashion 4U,Victorville,Clothing store,adelanto
Lims Family Fashion Clothing and Shoes,Victorville,Clothing store,adelanto
Rags To Riches Thrift Store,Victorville,Work clothes store,adelanto
Dead Celeb's Vintage Clothing,Victorville,Clothing store,adelanto
Hope Chest,Phelan,Clothing store,adelanto
Fashion Club,Victorville,Sportswear store,adelanto
Graco,Victorville,Baby store,adelanto
Her Reign,Victorville,Women's clothing store,adelanto
Fashion Stop,Victorville,Women's clothing store,adelanto
dd's DISCOUNTS,Victorville,Clothing store,adelanto
Fly Guy Certified Clothing & Custom T shirts,Victorville,Clothing store,adelanto
Good Hussle Clothing,,Clothing store,adelanto
Yeah Boutique,Victorville,Women's clothing store,adelanto
PI5 by MKBStyle and Spirit Fashion Lounge,,Fashion designer,adelanto
High Desert Indoor Swap Meet,Victorville,Clothing store,adelanto
Charlotte Russe,Victorville,Clothing store,adelanto
Little Dimples,Victorville,Children's clothing store,adelanto
HiDesert BeltsFashion,,Clothing store,adelanto
Tillys,Victorville,Clothing store,adelanto
JCPenney,Victorville,Clothing store,adelanto
Torrid,Victorville,Plus size clothing store,adelanto
Aeropostale,Victorville,Clothing store,adelanto
Zumiez,Victorville,Clothing store,adelanto
Solo Wear,Victorville,Clothing store,adelanto
Marshalls,Hesperia,Clothing store,adelanto
The Children's Place,Victorville,Children's clothing store,adelanto
NANCY'S BOUTIQUE,Victorville,Clothing store,adelanto
rue21,Hesperia,Clothing store,adelanto
Lane Bryant,Victorville,Plus size clothing store,adelanto
Casa Rodeo Boots,Victorville,Clothing store,adelanto
Infinite Styles,Apple Valley,Clothing store,adelanto
Hollister Co,Victorville,Clothing store,adelanto
FASHIONALITY,Hesperia,Women's clothing store,adelanto
Pink Sativa Boutique,Victorville,Women's clothing store,adelanto
Bj's 50 clothing,,Clothing store,adelanto
Indulgence Boutique,Apple Valley,Women's clothing store,adelanto
Rose Pink Boutique,Victorville,Clothing store,adelanto
Tara's online boutique,,Used clothing store,adelanto
Hot Topic,Victorville,Clothing store,adelanto
Ross Dress for Less,Hesperia,Clothing store,adelanto
Target,Hesperia,Clothing store,adelanto
rue21,Apple Valley,Clothing store,adelanto
Heart Driven Inc  Sports & Stuff,Apple Valley,Clothing store,adelanto
