name,address,type,place
Barnes & Noble,14400 Bear Valley Rd Suite 107,Book store,adelanto
St Michael Catholic Gifts and books,15483 7th St,Christian book store,adelanto
the hidden productions,,Comic book store,adelanto
RIAS Bookstore,,Book store,adelanto
GreenBooks,18837 CA18,Book store,adelanto
Yellow Book,12276 Hesperia Rd  5,Book store,adelanto
RAMS Bookstore,18422 Bear Valley Rd,Book store,adelanto
Geekdom Toys Comics & Gaming,12180 Ridgecrest Rd STE 404,Comic book store,adelanto
LDJ Catholic BooksGift Shop,9892 I Ave  5,Christian book store,adelanto
Flannery Book Service,20258 CA18,Book store,adelanto
Linebreakers  Games Cards Comics,15491 7th St,Game store,adelanto
Goodwill Southern California Store & Donation Center,14580 7th St,Book store,adelanto
The Viking Shop,2700 Barstow Rd,Book store,adelanto
Goodwill Southern California Store & Donation Center,16970 Bear Valley Rd,Book store,adelanto
Erudite Music,,Record store,adelanto
Go Calendars,14400 Bear Valley Rd 735,Game store,adelanto
Amy's Treasures,308734201,Thrift store,adelanto
Books Inc,1344 Park St,Book store,alameda
Rocket Reuse,1355 Park St,Used book store,alameda
Tavistock Books,1503 Webster St,Rare book store,alameda
College of Alameda Bookstore,555 Atlantic Ave,Book store,alameda
My Book Heaven,2329 Santa Clara Ave UNIT 207,Rare book store,alameda
Alameda Sports Cards & Comics,1515 Webster St,Book store,alameda
Bandung Books,2289 International Blvd,Book store,alameda
Bookmark Bookstore Friends,721 Washington St,Book store,alameda
Christian Science Reading Room Alameda,1307 Walnut St,Religious book store,alameda
Waypoint,1951 Monarch St 300,Book store,alameda
Oakland Chinese Book Store,388 9th St 102,Book store,alameda
Laney College Bookstore,900 Fallon St,Book store,alameda
Dan F Webb  Books  Downtown Bookstore,322 15th St,Used book store,alameda
E M Wolfman General Interest Small Bookstore,410 13th St,Book store,alameda
Walden Pond Books,3316 Grand Ave,Book store,alameda
Great Wall Co,720 Webster St,Book store,alameda
Booklandia Online Bookstore of Spanish and Bilingual Books,,Childrens book store,alameda
Comic Cellar,135 W Main St,Comic book store,alhambra
Jilie Inc,1285 E Valley Blvd,Book store,alhambra
Dragon Book,1436 S Atlantic Blvd,Book store,alhambra
Monterey Books LLC,107 E Garvey Ave,Book store,alhambra
YCT Education Inc,248 E Main St UNIT 200,Book store,alhambra
CC California Co,30 S Chapel Ave unit c,Book store,alhambra
Nostalgic Books and Comics,256 W Fairview Ave,Comic book store,alhambra
Gily Bookstore,140 W Valley Blvd,Book store,alhambra
