name,address,type,place
Elmers Bottle Tree Ranch,Oro Grande,Museum,adelanto
VW  Autofriedhof,Victorville,Museum,adelanto
California Route 66 Museum,Victorville,Museum,adelanto
Victor Valley Fire Department Museum,Victorville,Museum,adelanto
Old Victorville Jail,Victorville,Historical place museum,adelanto
The Cool Dog House,Victorville,Museum,adelanto
Old Bomb Shelter,Adelanto,Museum,adelanto
Victor Valley Museum & Gallery,Apple Valley,Museum,adelanto
Harrison Exhibit Center,Hesperia,Local history museum,adelanto
The Roy Rogers Ranch,Oro Grande,Museum,adelanto
The Monte Carlo,,Museum,adelanto
Mojave River Valley Museum,Barstow,Museum,adelanto
Western America Railroad Museum,Barstow,Rail museum,adelanto
Antelope Valley Indian Museum State Historic Park,Lancaster,Museum,adelanto
San Bernardino County Museum,Redlands,Museum,adelanto
Robert and Frances Fullerton Museum of Art,San Bernardino,Art museum,adelanto
Cal Fire Museum,San Bernardino,Museum,adelanto
Route 66 Mother Road Museum,Barstow,History museum,adelanto
San Bernardino History and Railroad Museum,San Bernardino,History museum,adelanto
Joe Davies Heritage Airpark,Palmdale,Museum,adelanto
March Field Air Museum,Riverside,Museum,adelanto
Wignall Museum & Gallery,Rancho Cucamonga,Art museum,adelanto
20 Mule Team Museum,Boron,Museum,adelanto
Lucerne Valley Museum,,Museum,adelanto
Air Force Flight Test Museum,Edwards AFB,Museum,adelanto
American Museum of Ceramic Art  AMOCA,Pomona,Modern art museum,adelanto
Jurupa Mountains Discovery Center,Riverside,Museum,adelanto
First Original McDonald's Museum,San Bernardino,Museum,adelanto
The Broad,Los Angeles,Modern art museum,adelanto
Planes of Fame Air Museum,Chino,Museum,adelanto
Los Angeles County Museum of Art,Los Angeles,Art museum,adelanto
Yanks Air Museum,Chino,Museum,adelanto
Alf Museum,Claremont,Museum,adelanto
Pomona College Museum of Art,Claremont,Art museum,adelanto
Rialto Historical Society,Rialto,Museum,adelanto
Petersen Automotive Museum,Los Angeles,Museum,adelanto
Riverside Art Museum,Riverside,Art museum,adelanto
Riverside Metropolitan Museum,Riverside,Museum,adelanto
Riverside Heritage House,Riverside,Museum,adelanto
Chino Youth Museum,Chino,Museum,adelanto
Mission Inn Museum,Riverside,Museum,adelanto
Borax Visitor Center,Boron,Museum,adelanto
Western Hotel Museum,Lancaster,Museum,adelanto
Maturango Museum,Ridgecrest,Museum,adelanto
Liberty Sculpture Park,Yermo,Sculpture museum,adelanto
Antelope Valley Rural Museum,Lancaster,Museum,adelanto
China Lake Museum Foundation,Ridgecrest,Museum,adelanto
Cabazon Dinosaurs  World's Biggest Dinosaurs,Cabazon,Museum,adelanto
Palm Springs Air Museum,Palm Springs,Museum,adelanto
The Children's Museum at La Habra,La Habra,Museum,adelanto
Kidspace Children's Museum,Pasadena,Children's museum,adelanto
The Bunny Museum,Altadena,Museum,adelanto
USC Pacific Asia Museum,Pasadena,Museum,adelanto
Desert Discovery Center,Barstow,Museum,adelanto
Mission San Juan Capistrano,San Juan Capistrano,Museum,adelanto
Automobile Driving Museum,El Segundo,Museum,adelanto
Orange County Museum of Art,Santa Ana,Modern art museum,adelanto
USS Midway Museum,San Diego,Maritime museum,adelanto
Glendora Historical Society,,Museum,adelanto
International Banana Museum,Mecca,Museum,adelanto
San Diego Air & Space Museum,San Diego,Museum,adelanto
Classic Rotors,Ramona,Museum,adelanto
Museum of Western Film History,Lone Pine,History museum,adelanto
Castle Air Museum,Atwater,Museum,adelanto
The Mob Museum,Las Vegas,Museum,adelanto
Aerospace Museum of California,McClellan Park,Science museum,adelanto
California Historical Society,San Francisco,History museum,adelanto
Pacific Coast Air Museum,Santa Rosa,History museum,adelanto
American Helicopter Museum & Education Center,West Chester,Museum,adelanto
Gerald R Ford Presidential Library,Ann Arbor,Museum,adelanto
USS Hornet  Sea Air and Space Museum,707 W Hornet Ave,History museum,alameda
Alameda Naval Air Museum,2151 Ferry Point,Museum,alameda
Pacific Pinball Museum,1510 Webster St,Museum,alameda
California Historical Radio Society,2152 Central Ave,History museum,alameda
