name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt,searched
Community Bookstore,143 7th Ave,Book store,airmont,,,,,,,,0
Namaste Bookshop,2 W 14th St,Book store,airmont,,,,,,,,0
Barnes & Noble at Monroe College,31 Lecount Pl,Book store,airmont,,,,,,,,0
Greenlight Bookstore,686 Fulton St,Book store,airmont,,,,,,,,0
Albertine Books In French And English,972 5th Ave,Book store,airmont,,,,,,,,0
WORD,126 Franklin St,Book store,airmont,,,,,,,,0
Greenlight Bookstore PLG,632 Flatbush Ave,Book store,airmont,,,,,,,,0
POWERHOUSE Arena,28 Adams St,Book store,airmont,,,,,,,,0
The Lit Bar,131 Alexander Ave,Book store,airmont,,,,,,,,0
Buffalo Street Books,Ithaca,Book store,albion,,,,,,,,0
The Treehouse Reading & Art Center,New York Mills,Book store,albion,,,,,,,,0
Open Door Bookstore,Schenectady,Book store,albion,,,,,,,,0
Green Toad Bookstore,Oneonta,Book store,albion,,,,,,,,0
Another Story Bookshop,Toronto,Book store,albion,,,,,,,,0
The Drama Book Shop Inc,New York,Book store,albion,,,,,,,,0
Northshire Bookstore,Saratoga Springs,Book store,albion,,,,,,,,0
Housing Works Bookstore Cafe & Bar,New York,Book store,albion,,,,,,,,0
Liberty Rock Books,Hobart,Used book store,albion,,,,,,,,0
The Bookstore Plus,Lake Placid,Book store,albion,,,,,,,,0
Goodwill,Brockport,Thrift store,albion,,,,,,,,0
Shakespeare & Co,New York,Book store,albion,,,,,,,,0
Printed Matter Inc,New York,Book store,albion,,,,,,,,0
City College Bookstore,New York,Book store,albion,,,,,,,,0
Revolution Books,New York,Book store,albion,,,,,,,,0
Amazon Books,New York,Book store,albion,,,,,,,,0
Books of Wonder,New York,Childrens book store,albion,,,,,,,,0
Albertine,New York,Book store,albion,,,,,,,,0
Book Revue,Huntington,Book store,albion,,,,,,,,0
B & B Rare Books Ltd,New York,Rare book store,albion,,,,,,,,0
Chatham Bookstore,Chatham,Book store,albion,,,,,,,,0
Albertine Books In French And English,New York,Book store,albion,,,,,,,,0
Book Club,New York,Book store,albion,,,,,,,,0
POWERHOUSE Arena,Brooklyn,Book store,albion,,,,,,,,0
The Village Bookstore,Pleasantville,Book store,albion,,,,,,,,0
Book Cove,Pawling,Book store,albion,,,,,,,,0
The Merritt Bookstore  Toystore,Millbrook,Book store,albion,,,,,,,,0
Postmark Books,Rosendale,Book store,albion,,,,,,,,0
Binnacle Books,Beacon,Book store,albion,,,,,,,,0
Scattered Books,Chappaqua,Book store,albion,,,,,,,,0
Battenkill Books LLC,Cambridge,Book store,albion,,,,,,,,0
Barnes & Noble,Carle Place,Book store,albion,,,,,,,,0
The Lit Bar,The Bronx,Book store,albion,,,,,,,,0
Barnes & Noble,Ann Arbor,Book store,albion,,,,,,,,0
Koryo Books,New York,Book store,arcadia,,,,,,,,0
Templeton Bookstore,Glenside,Book store,arcadia,,,,,,,,0
Borough of Manhattan Community College Bookstore,New York,Book store,arcadia,,,,,,,,0
Kitchen Arts & Letters Inc,New York,Book store,arcadia,,,,,,,,0
Aum Shanti Bookshop & Psychic Tarot Card Readings,New York,Book store,arcadia,,,,,,,,0
St Lawrence University Brewer Bookstore,Canton,Book store,arcadia,,,,,,,,0
Argosy Book Store,116 E 59th St,Book store,ballston,,,,,,,,0
Coopers Cave Games and Paintball,Fort Edward,Game store,ballston,,,,,,,,0
Scott's Hallmark Shop,Scotia,Greeting card shop,ballston,,,,,,,,0
WORD,Brooklyn,Book store,bayville,,,,,,,,0
Midtown Comics Downtown,New York,Comic book store,bayville,,,,,,,,0
Namaste Bookshop,New York,Book store,bayville,,,,,,,,0
McNally Jackson,New York,Book store,bayville,,,,,,,,0
McNally Jackson Books,Brooklyn,Book store,bayville,,,,,,,,0
Unnameable Books,Brooklyn,Book store,bayville,,,,,,,,0
Eastern National,Oyster Bay,Gift shop,bayville,,,,,,,,0
Stony Brook Shop Red West,Stony Brook,Book store,bayville,,,,,,,,0
G Willikers,Locust Valley,Toy store,bayville,,,,,,,,0
Quo Vadis Editions Inc,120 Elmview Ave,Book store,boston,,,,,,,,0
Harvard Book Store,Cambridge,Book store,boston,,,,,,,,0
Commonwealth Books,Boston,Used book store,boston,,,,,,,,0
My Mini Bible,,Religious book store,boston,,,,,,,,0
Richard Chase Mears Books,,Book store,boston,,,,,,,,0
Barnes & Noble,Milford,Book store,boston,,,,,,,,0
Russian books & Gifts USSR  COLIBRI russian store USA,New York,Book store,boston,,,,,,,,0
GameStop,Rochester,Video game store,east rochester,,,,,,,,0
