name,address,type,place
La Military HallFame & Museum,911 Revis Sirmon Loop,Museum,abbeville
Sam Guarino Blacksmith Shop Museum,304 S State St,Museum,abbeville
Abbeville Cultural and Historical Alliance,200 N Magdalen Square,Museum,abbeville
Addis Historical Museum,7821 Harris Ave,Museum,addis
Iberville Museum,57735 Main St,Museum,addis
The Back Brusly Oak,102 S Labauve St,Museum,addis
West Baton Rouge Museum,845 N Jefferson Ave,Museum,addis
Baton Rouge Sunset Museum,,Museum,addis
Capitol Park Museum,660 N 4th St,Museum,addis
Louisiana Art & Science Museum,100 S River Rd,Museum,addis
USS KIDD Veterans Museum  Temporarily Closed,305 S River Rd,Museum,addis
LSU Museum of Art,100 Lafayette St,Art museum,addis
LSU Museum of Natural Science,Murphy J Foster Hall 119 Dalrymple Dr,Museum,addis
Louisiana's Old State Capitol,100 North Blvd,Museum,addis
Veterans Memorial,Railroad Ave,Museum,addis
CARTE Museum,2347 Christian St,Museum,addis
Louisiana State University Rural Life Museum,4560 Essen Ln,Museum,addis
LaHouse Home and Landscape Resource Center,2858 Gourrier Ave,Museum,addis
Knock Knock Children's Museum,1900 Dalrymple Dr,Museum,addis
Cinclare Sugar Mill & Historic Site,Cinclare,Museum,addis
Pentagon Barracks Museum,702 River Rd,Museum,addis
Odell S Williams AfricanAmerican Museum,538 South Blvd,Museum,addis
BREC Magnolia Mound Plantation,2040 Iowa St,Heritage museum,addis
Old Bogan Fire Station,427 Laurel St,Museum,addis
Burden Museum & Gardens,4560 Essen Ln,Museum,addis
Governor's Mansion,1001 Capitol Access Rd,Museum,addis
River Center,275 S River Rd,Museum,addis
Museum of Art,,Art museum,addis
Andonie Sports Museum at LSU,3828 W Lakeshore Dr,Museum,addis
Rhythm Museum,1712 N Acadian Thruway W,Museum,addis
National Hansen's Disease Museum,5445 Point Clair Rd,Museum,addis
Coast Guard Cutter WHITE ALDER Memorial,305 S River Rd,Museum,addis
Old Dock on River,9161398 River Rd,Museum,addis
Allendale Plantation Historical Marker,,Museum,addis
Baton Rouge Rotary Club Centennial Sculpture,,Museum,addis
Crenshaw Infants Memorial,10,Historical place museum,addis
Heritage Museum & Cultural Centre,1606 Main St,Heritage museum,addis
Mosaic Boardwalk At Black Swamp,Essen Ln,Museum,addis
Lake Wanda,,Museum,addis
Barton Arboretum,,Museum,addis
Pointe Coupee Museum,False River Dr,Museum,addis
Windrush,6869 Burden Ln,Museum,addis
Su mini dome southern campus,Siegen Ln,Museum,addis
BR1,Baton Rouge,Museum,addis
USCGC WHITE ALDER Memorial Light,White Castle,Museum,addis
Shaw Center for the Arts,Baton Rouge,Museum,addis
Point Pleasant Cemetary,Plaquemine,Museum,addis
Pointe Coupee Museum,,Museum,addis
Magnolia Mound Plantation,Baton Rouge,Museum,addis
Port Hudson National Cemetery,Jackson,Museum,addis
zachary train depot,,Museum,addis
Historic Preservation Division,Baton Rouge,Museum,addis
Historic Cemetery,,Museum,addis
Civil War,The Bluffs,Museum,addis
Young Family Cemetery,,Museum,addis
Julien Poydras Museum and Art Center,New Roads,Museum,addis
West Baton Rouge Recreation,,Museum,addis
River Road African American Museum,Donaldsonville,Museum,addis
Whitney Plantation,Edgard,Museum,addis
Bayou Teche Museum,New Iberia,Museum,addis
