name,address,type,place
Factory Connection,Abbeville,Clothing store,abbeville
Stage,Abbeville,Clothing store,abbeville
Molly Michaels,Abbeville,Women's clothing store,abbeville
Phil's Boys & Girls Wear,Abbeville,Children's clothing store,abbeville
Goodwill,Abbeville,Clothing store,abbeville
laundry coins clothing,Abbeville,Clothing store,abbeville
Glamour Closet,Abbeville,Clothing store,abbeville
Cato,Abbeville,Women's clothing store,abbeville
Foxglove Boutique,,Clothing store,abbeville
Pink Lemon Blossom,Abbeville,Women's clothing store,abbeville
Annie K's Unique Boutique,Abbeville,Boutique,abbeville
Family Dollar,Abbeville,Clothing store,abbeville
Blush,Abbeville,Women's clothing store,abbeville
Kawaii By Nature,,Clothing store,abbeville
Hibbett Sports,Abbeville,Clothing store,abbeville
Earl's Baby Land,Abbeville,Baby store,abbeville
The Arc of Vermilion ReSale Store,Abbeville,Thrift store,abbeville
The Gift Boutique,Abbeville,Gift shop,abbeville
Kaplan Vermilion Corporation,Kaplan,Clothing store,abbeville
J C Kate Boutique,Maurice,Clothing store,abbeville
SJ's General Store,,Clothing store,abbeville
Herpin Shoppe,Kaplan,Clothing store,abbeville
Shoe Dept,Abbeville,Shoe store,abbeville
Star Expansion Group LLC,Abbeville,Uniform store,abbeville
Retro Loot,,Clothing store,abbeville
BLine Clothing,,Clothing store,abbeville
Short and Fat,,Men's clothing store,abbeville
Evelyn Rose Boutique,905 Savoy Rd 10,Clothing store,abbeville
Melancon Jewelers,2423 Veterans Memorial Dr,Jeweler,abbeville
Nuggie Fashion Boutique,,Women's clothing store,abbeville
Heirloom by HerringStone's Youngsville,1901 Chemin Metairie Pkwy Unit 4,Women's clothing store,abbeville
Bailee Couture,,Clothing store,abbeville
Clothes Mentor,110 Tucker Dr Suite 104,Women's clothing store,abbeville
Wallflower Boutique,208 Centre Sarcelle Blvd,Clothing store,abbeville
Ross Dress for Less,4403 Ambassador Caffery Pkwy,Clothing store,abbeville
Hazelynn Boutique,Lafayette,Clothing store,abbeville
Express,Lafayette,Clothing store,abbeville
Elle Rae Clothing Boutique,Lafayette,Clothing store,abbeville
Vertage Clothing,Lafayette,Women's clothing store,abbeville
Maurices,Lafayette,Women's clothing store,abbeville
Jewelie's Boutique,Lafayette,Clothing store,abbeville
Creations With Vinyl,,Clothing store,abbeville
JCPenney,Lafayette,Clothing store,abbeville
Marshalls & HomeGoods,Lafayette,Clothing store,abbeville
Moseley & Hollard Men's Clothing,Lafayette,Men's clothing store,abbeville
Char's Custom Tees,Kaplan,Clothing store,abbeville
JCrew Factory,Lafayette,Clothing store,abbeville
TJ Maxx,Lafayette,Clothing store,abbeville
Dillard's,Lafayette,Clothing store,abbeville
Chico's,Lafayette,Clothing store,abbeville
Old Navy,Lafayette,Clothing store,abbeville
Family Dollar,Erath,Clothing store,abbeville
SEC Sportsman,,Clothing store,abbeville
Jos A Bank,Lafayette,Men's clothing store,abbeville
Maurices,Broussard,Women's clothing store,abbeville
Shades Sunglasses and Casual Apparel,Lafayette,Clothing store,abbeville
rue21,Lafayette,Clothing store,abbeville
Altar'd State,Lafayette,Women's clothing store,abbeville
