name,address,type,place
I Am Healing Books,1000 Wildcat Dr,Book store,abbeville
The Arc of Vermilion ReSale Store,Abbeville,Thrift store,abbeville
Barnes & Noble,Lafayette,Book store,abbeville
BooksAMillion,Lafayette,Book store,abbeville
Books Along The Teche,New Iberia,Book store,abbeville
University Book Store,Lafayette,Book store,abbeville
Alexander Books,Lafayette,Used book store,abbeville
I Am Healing Books,Abbeville,Book store,abbeville
GameStop,Abbeville,Video game store,abbeville
booksXYZ,412 Travis St,Book store,abbeville
Barnes & Noble at LSU,2 Union Square,Book store,abbeville
Between the Lines Bookstore LLC,4242 Government St Climbing Wall,Book store,abbeville
Barnes & Noble,7707 Bluebonnet Blvd 100,Book store,abbeville
Nicholls State UNIV Bookstore,906 E 1st St,Book store,abbeville
Barnes & Noble,CitiPlace 2590 Citiplace Ct,Book store,abbeville
Louisiana State University  Alexandria Bookstore,R111 W Wing Student Center 8100 Hwy 71 S,Book store,abbeville
Cottonwood Books,3054 Perkins Rd,Book store,abbeville
Cavalier House Books,100 N Range Ave,Book store,abbeville
2nd & Charles,1544 Martin Luther King Blvd,Book store,abbeville
Southeastern Louisiana University Bookstore,Hammond,Book store,abbeville
Tubby & Coo's MidCity Book Shop,New Orleans,Book store,abbeville
Barnes & Noble,Metairie,Book store,abbeville
Barnes & Noble,Mandeville,Book store,abbeville
Garden District Book Shop,New Orleans,Book store,abbeville
2nd & Charles,Covington,Used book store,abbeville
Barnes & Noble,Harvey,Book store,abbeville
Delgado Bookstore,New Orleans,Book store,abbeville
Catholic Book Store,New Orleans,Book store,abbeville
Octavia Books,New Orleans,Book store,abbeville
Loyola University New Orleans Bookstore,New Orleans,Book store,abbeville
Louisiana Tech Bookstore,Ruston,Book store,abbeville
Louisiana Delta Com College Bookstore,Monroe,Book store,abbeville
Barnes & Noble,Shreveport,Book store,abbeville
NSU Campus Store,Natchitoches,Book store,abbeville
ULM Bookstore,Monroe,Book store,abbeville
Barnes & Noble Tulane University,New Orleans,Book store,abbeville
2nd & Charles,Bossier City,Used book store,abbeville
Centenary College Bookstore,Shreveport,Book store,abbeville
Southern University at Shreveport Bookstore,Shreveport,Book store,abbeville
Bossier Parish Community College Bookstore,Bossier City,Book store,abbeville
Crossroads Bookstore,Lake Charles,Gift shop,abbeville
Avenue Bibles Books & Gifts,Ruston,Book store,abbeville
2nd & Charles,Beaumont,Used book store,abbeville
Goodwill,Broussard,Thrift store,abbeville
The Silver Suitcase,Lafayette,Gift shop,abbeville
Barnes & Noble at LSU,Baton Rouge,Book store,addis
Cottonwood Books,Baton Rouge,Book store,addis
Between the Lines Bookstore LLC,Baton Rouge,Book store,addis
louisiana book festival,Baton Rouge,Book store,addis
Barnes & Noble,Baton Rouge,Book store,addis
Baton Rouge Community College Bookstore,Baton Rouge,Book store,addis
Claitor's Law Books and Publishing Division,Baton Rouge,Book store,addis
Jerome Tip George,,Book store,addis
My Life My Story,Port Allen,Book store,addis
East Baton Rouge Parish Library  Recycled Reads,Baton Rouge,Book store,addis
Jason's Southeast Cards & Comics,Baton Rouge,Comic book store,addis
Follett Book Store,,Book store,addis
Friends of the LSU Libraries Book Barn,Baton Rouge,Book store,addis
River Road Recipes Cookbook,Baton Rouge,Book store,addis
Southern University and A&M College Bookstore,Baton Rouge,Book store,addis
Hypolite's Unique and Unusual,Baton Rouge,Book store,addis
White Dove Fellowship,Baton Rouge,Book store,addis
Cavalier House Books,Denham Springs,Book store,addis
The Conundrum,St Francisville,Book store,addis
Dyson House,Baton Rouge,Book store,addis
Mopar Collector's Guide Magazine,Baton Rouge,Magazine store,addis
Ollie's Bargain Outlet,Baton Rouge,Book store,addis
St Mary's Books & Gifts,Baton Rouge,Gift shop,addis
Kiki,Baton Rouge,Book store,addis
TennisFitnessTipscom,Baton Rouge,Magazine store,addis
Go Calendars Toys & Games,Baton Rouge,Book store,addis
Nicholls State UNIV Bookstore,Thibodaux,Book store,addis
Louisiana State University  Alexandria Bookstore,Alexandria,Book store,addis
Faulkner House Books,New Orleans,Book store,addis
Community Book Center,New Orleans,Book store,addis
Crescent City Books,New Orleans,Used book store,addis
Blue Cypress Books,New Orleans,Book store,addis
Beckham's BookShop,New Orleans,Used book store,addis
Connections For Life Thrift Store,Baton Rouge,Thrift store,addis
Lsu Alumni Gift Shop,Baton Rouge,Gift shop,addis
The Exchange  Records DVDs CDs Video Games,Baton Rouge,Record store,addis
Goodwill,Baton Rouge,Thrift store,addis
Coyote Moon Crystals & Gifts,Baton Rouge,Gift shop,addis
Pop Shop Records,Baton Rouge,Record store,addis
Little Wars,Baton Rouge,Game store,addis
The Purple Cow,Baton Rouge,Thrift store,addis
Victoria's Toy Station,Baton Rouge,Toy store,addis
The Rogue Games,Baton Rouge,Game store,addis
Here Today Gone Tomorrow Thrift Store,Baton Rouge,Thrift store,addis
A Little BitEverthing Resale,Baton Rouge,Thrift store,addis
Our Hope Thrift & Donation Center,Baton Rouge,Thrift store,addis
BooksAMillion,3660 North Blvd,Book store,alexandria
White Steeple Books & Music,2817 Rapides Ave,Book store,alexandria
Stoke Gabriel Enterprises,5759 Goodland Trce,Book store,alexandria
Kory M Wood LPC,429 Murray St 4th fl,Rare book store,alexandria
Mary's Heart Catholic Books,2018 Gus Kaplan Dr  C,Gift shop,alexandria
la vente shoppe,Amite City,Book store,amite city
God's Storehouse,Amite City,Thrift store,amite city
Vincent N Cefalu SR MD Coach Granddad,,Book store,amite city
Phci,,Book store,amite city
Dalilah Book Store,Hammond,Book store,amite city
Full of Grace Gift Shop,Amite City,Gift shop,amite city
Bent Pages,Houma,Used book store,amite city
Bayou Booksellers,Hammond,Gift shop,amite city
UNO Bookstore,New Orleans,Book store,amite city
Book Rack,Bossier City,Used book store,amite city
Follett Campus Bookstore,5300 Stevens Creek Blvd  201,Book store,baker
Christian Science Reading Room,2060 Cottle Ave,Book store,baker
Christian Science Reading Room,459 California Ave,Christian book store,baker
Follett Book Store,1500 Ralston Ave,Book store,baker
Follett Corporation,25976 Carlos Bee Blvd,Book store,baker
City Lights Booksellers & Publishers,261 Columbus Ave,Book store,baker
William Stout Architectural Books,804 Montgomery St,Book store,baker
Hein & Co  Bookstore,,Used book store,baker
Capital Books,1011 K St,Book store,baker
Amy's Hallmark Shop,110 El Paseo de Saratoga,Greeting card shop,baker
The Last Bookstore,453 S Spring St,Used book store,baker
Michael's Hallmark Shop,1219 S Mary Ave,Greeting card shop,baker
Flintridge Bookstore,858 Foothill Blvd,Book store,baker
Hennessey  Ingalls,300 S Santa Fe Ave M,Book store,baker
La Sierra University Bookstore,4500 Pierce St,Book store,baker
Chevalier's Books,126 N Larchmont Blvd,Book store,baker
Family Books Inc,436 N Fairfax Ave,Book store,baker
Skylight Books,1818 N Vermont Ave,Book store,baker
Now Serving,727 N Broadway 133,Book store,baker
Christian Science Reading Room,7853 Girard Ave,Christian book store,baker
Pages a bookstore,904 Manhattan Ave,Book store,baker
Betty's Books Inc,1813 Main St,Book store,baker
Warwick's,7812 Girard Ave,Book store,baker
Once Upon A Time Bookstore,2207 Honolulu Ave,Childrens book store,baker
D G Wills Books,7461 Girard Ave,Book store,baker
Looking Glass Books,1304 Adams Ave,Book store,baker
Barbara Karnes Books Inc,,Book store,baker
Eastern Oregon University Bookstore,1 University Blvd,Book store,baker
Southern University Law Center Bookstore,2 Roosevelt Steptoe Dr,Book store,baker
Baker Lyman & Co Inc,Metairie,Book store,baker
Pages Book Emporium,Cranbrook,Rare book store,baker
Stories,Los Angeles,Book store,baker
Kinokuniya San Jose,Mitsuwa Marketplace 675 Saratoga Ave,Book store,ball
Barnes & Noble,3600 Stevens Creek Blvd,Book store,ball
Barnes & Noble,5353 Almaden Expy,Book store,ball
Barns And Noble,12 5353 Almaden Expy,Book store,ball
Kinokuniya San Francisco,Japan Center Kinokuniya Building 1581 Webster St,Book store,ball
Follett Higher Education Group,3033 Collier Canyon Rd,Book store,ball
Chronicle Books,165 4th St,Book store,ball
Savers,4950 Almaden Expy 20,Thrift store,ball
Go Calendars Toys & Games,Space R045Z by De Masque 925 A Blossom Hill Rd,Book store,ball
Once Upon A Child Newark,39644 Cedar Blvd,Book store,ball
Savers,875 Main St,Thrift store,ball
Learning Express,The Marketplace Shopping Center 136 Market Pl,Book store,ball
Savers,7117 Regional St,Thrift store,ball
American Cancer Society Discovery Shops,1659 Hollenbeck Ave,Thrift store,ball
the lego store Red Squadron vs Blue Squadron,Valley Fair 2855 Stevens Creek Boulevard Westfield,Toy store,ball
The LEGO Store Westfield Valley Fair,Valley Fair 2855 Stevens Creek Blvd Westfield,Toy store,ball
American Cancer Society Discovery Shop,39 E Main St,Thrift store,ball
American Cancer Society Discovery Shop,243 Main St,Thrift store,ball
Book Soup,8818 Sunset Blvd,Book store,ball
American Cancer Society Discovery Shop,1103 Branham Ln,Thrift store,ball
Sideshow Books,1639 La Cienega Blvd,Book store,ball
Eso Won Books,4327 Degnan Blvd,Book store,ball
Kinokuniya Los Angeles,123 Astronaut Ellison S Onizuka St 205,Book store,ball
SPENCER GIFTS,925a Blossom Hill Road Y10 Westfield Oakridge,Gift shop,ball
BoxLunch,OAKRIDGE MALL 925 Blossom Hill Rd 1589,Toy store,ball
Spencer's,158 Great Mall Dr,Gift shop,ball
Pierce College College Store,6201 Winnetka Ave,Book store,ball
The Iliad Bookshop,5400 Cahuenga Blvd,Book store,ball
College Store,1937 S Grand Ave,Book store,ball
The Ripped Bodice,3806 Main St,Book store,ball
Kinokuniya Santa Monica,3760 S Centinela Ave,Book store,ball
Barnes & Noble,13400 Maxella Ave,Book store,ball
Barnes & Noble,Theatre 12136 Ventura Blvd,Book store,ball
Spencer Gifts,5902 Mowry Ave 1215,Gift shop,ball
Barnes & Noble,Amerige Heights Town Center 1923 W Malvern Ave,Book store,ball
La Playa Books,1026 Rosecrans St,Book store,ball
Louisiana Tech Bookstore,100 Wisteria St,Book store,ball
BooksAMillion,1201 Lamy Ln,Book store,ball
ULM Bookstore,Sandel Hall 4020 Northeast Dr,Book store,ball
Barnes & Noble,Bayou Walk 6646 Youree Dr,Book store,ball
BooksAMillion,Lake Charles,Book store,ball
Card Shop Reality,Bastrop,Game store,bastrop
Morehouse Challenge,Bastrop,Thrift store,bastrop
The Adventures of Granny Fannie,,Childrens book store,bastrop
Book Warehouse,Gonzales,Book store,bastrop
Living Room Books & Gifts,Bastrop,Book store,bastrop
Half Price Books,Irving,Book store,bastrop
Resistencia Books,Austin,Book store,bastrop
Goodwill Central Texas  Bastrop,Bastrop,Book store,bastrop
Half Price Books,Houston,Book store,bastrop
Half Price Books,Fort Worth,Book store,bastrop
