name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt
Panda Express,501 E Albertoni St,Chinese,compton,,,,,,,
Dez's Hot Panadas,,Catering food and drink supplier,compton,,,,,,,
La Pinata 6,2301 Willow Pass Rd,Restaurant,concord,,,,,,,
Plate & Vine Restaurant,1970 Diamond Blvd,Bistro,concord,,,,,,,
Lulu's Kitchen,1657 Willow Pass Rd,Chinese,concord,,,,,,,
Ohgane Korean BBQ & Cuisine,1671 Willow Pass Rd,Korean,concord,,,,,,,
Puesto,2035 Diamond Blvd Ste 100,Mexican,concord,,,,,,,
Mikuni  Concord,2075 Diamond Blvd Suite 100,Sushi,concord,,,,,,,
Yard House  Takeout & Delivery Available,2005 Diamond Blvd,New American,concord,,,,,,,
La Tapatia Mexican Restaurant and Cantina  Concord,1802 Willow Pass Rd,Mexican,concord,,,,,,,
Aung MayLiKa,1050 Contra Costa Blvd,Burmese,concord,,,,,,,
Tachi Sushi Bar,5458 Ygnacio Valley Rd,Sushi,concord,,,,,,,
Min's Kitchen,3505 Clayton Rd,American,concord,,,,,,,
Luna Ristorante,2118 Willow Pass Rd 100b,Italian,concord,,,,,,,
ButtercuP,4301 Clayton Rd,American,concord,,,,,,,
OZORA SUSHI,785 Oak Grove Rd,Sushi,concord,,,,,,,
Melo's Pizza & Pasta,1660 Contra Costa Blvd,Pizza,concord,,,,,,,
Veggie Today,1909 Salvio St,Vegetarian,concord,,,,,,,
Eureka,1975 Diamond Blvd Ste C 160,Restaurant,concord,,,,,,,
Urban Remedy,2085 Diamond Blvd 365,Organic,concord,,,,,,,
Shan Shan Low Restaurant,1731 Willow Pass Rd,Chinese,concord,,,,,,,
Midici Italian Kitchen  Concord,1975 Diamond Blvd E361,Italian,concord,,,,,,,
Hunan Restaurant,4804 Clayton Rd,Chinese,concord,,,,,,,
Bambino's Italian Restaurant and full bar,1895 Farm Bureau Rd,Pizza,concord,,,,,,,
Sushi Momoyama,1800 Monument Blvd,Sushi,concord,,,,,,,
STIX Eatery,1847 Willow Pass Rd A,South East Asian,concord,,,,,,,
Fresh Tray,2035 Salvio St,Restaurant,concord,,,,,,,
Mann's Chinese Cuisine,4115 Concord Blvd  52,Chinese,concord,,,,,,,
Salsa Verde Cuisine,970 Detroit Ave,Mexican,concord,,,,,,,
Korea House Restaurant,1835 Willow Pass Rd,Korean,concord,,,,,,,
Brenden Cinema Cafe,1985 Willow Pass Rd,Restaurant,concord,,,,,,,
Fusion Bistro,2151 Salvio St,Asian Fusion,concord,,,,,,,
Imperial Seafood Restaurant,1680 Willow Pass Rd,Dim Sum,concord,,,,,,,
Momo N Curry,4375 Clayton Rd G,Nepalese,concord,,,,,,,
Bronze Buddha Thai Fusion,5434 Ygnacio Valley Rd 90,Thai,concord,,,,,,,
Gangnam Cafe,1035 Detroit Ave,Brunch,concord,,,,,,,
Sugar Plum Coffee Shop,1815 Colfax St,Restaurant,concord,,,,,,,
Korean Bbq plus,1450 Monument Blvd E,Korean BBQ,concord,,,,,,,
OK Cafe,1500 Monument Blvd A2A,Chinese,concord,,,,,,,
The Lettuce Inn,2115 Pacheco St,Health Food,concord,,,,,,,
Mai Thai 2,4710 Clayton Rd,Thai,concord,,,,,,,
Giant Chef,10 Golf Club Rd,Diner,concord,,,,,,,
Rockin Crawfish Concord,1847 Willow Pass Rd ste d,Cajun,concord,,,,,,,
Kansai Concord,1669 Willow Pass Rd,Japanese,concord,,,,,,,
1800 Cafe,1800 Monument Blvd,American,concord,,,,,,,
Fuddruckers,1975 Diamond Blvd E260,Hamburger,concord,,,,,,,
Chopan Kabob,2699 Monument Blvd,Afghani,concord,,,,,,,
Bay Leaf Cafe,2123 Pacheco St 2309,Breakfast,concord,,,,,,,
Tortilleria El Molino,1500 Monument Blvd  F1,Restaurant,concord,,,,,,,
Hanabi Sushi,3375 Port Chicago Hwy,Sushi,concord,,,,,,,
Guadalajara Grill,5446 Ygnacio Valley Rd,Mexican,concord,,,,,,,
Super Duper Burgers,2003 Diamond Blvd 100,Fast Food,concord,,,,,,,
Mandarin Garden,1740 Monument Blvd,Restaurant,concord,,,,,,,
Skipolini's Pizza,2001 Salvio St,Pizza,concord,,,,,,,
La Fritanguera,1819 Colfax St,Nicaraguan,concord,,,,,,,
Dong Haeng Korean Restaurant,4436 Clayton Rd ste a,Korean,concord,,,,,,,
Saigon Bistro,1701 Willow Pass Rd F,Vietnamese,concord,,,,,,,
Pasta Primavera Cafe,4425F Treat Blvd,Italian,concord,,,,,,,
Swagat Indian Cuisine,1901 Salvio St,Indian,concord,,,,,,,
Salsa Mexican Grill,1680 Willow Pass Rd C,Mexican,concord,,,,,,,
Poke Salad,2151 Salvio St,Hawaiian,concord,,,,,,,
I Love Teriyaki & Sushi,1980 Galindo St,Asian,concord,,,,,,,
Anarkali,1823 Broadway St,Pakistani,concord,,,,,,,
Taqueria Los Gallos,1950 Grant St A,Mexican,concord,,,,,,,
Chili's Grill & Bar,1501 Concord Ave,Tex Mex,concord,,,,,,,
MOD Pizza,2015 Diamond Blvd Suite 175,Pizza,concord,,,,,,,
Parma Delicatessen,3521 Clayton Rd,Sandwich,concord,,,,,,,
Mona's Burgers & Shakes,785 Oak Grove Rd E4,Hamburger,concord,,,,,,,
Koon Thai Kitchen,4743 Clayton Rd Suit1,Thai,concord,,,,,,,
Taqueria Autlan,3535 Clayton Rd 2421,Mexican,concord,,,,,,,
The Mediterranean,1847 Willow Pass Rd,Mediterranean,concord,,,,,,,
Zachary's,140 Crescent Dr,Pizza,concord,,,,,,,
Los Tacos De Pancho,2699 Clayton Rd,Burritos,concord,,,,,,,
Autlan Taqueria,3535 Clayton Rd,Mexican,concord,,,,,,,
New Lim's Garden,4340 Clayton Rd,Asian,concord,,,,,,,
Taqueria La Soledad,1758 Salvio St,Mexican,concord,,,,,,,
Fresh Box,1645 Willow Pass Rd,Restaurant,concord,,,,,,,
Lucky Star Restaurant,1140 Meadow Ln,Chinese,concord,,,,,,,
Hello Pho,1701 Monument Blvd,Vietnamese,concord,,,,,,,
Kinder's,1776 Arnold Industrial Way,Barbecue,concord,,,,,,,
Fire Wings Concord,2028 Salvio St,Chicken Wings,concord,,,,,,,
El Rancho Restaurant,1450 Monument Blvd,Mexican,concord,,,,,,,
The Original Mels Diner,4391 Treat Blvd,American,concord,,,,,,,
Pho Huynh Hiep 5  Kevin's Noodle House,1833 Willow Pass Rd,Vietnamese,concord,,,,,,,
Pure Juice & Smoothie Lounge,3375 Port Chicago Hwy 30,Juice,concord,,,,,,,
IHOP,4619 Clayton Rd,Restaurant,concord,,,,,,,
iSlice Pizza,1924 Grant St Suite 1,Pizza,concord,,,,,,,
Guacamole Authentic Mexican Grill,790 Oak Grove Rd Suite D,Mexican,concord,,,,,,,
Pho Lee Hoa Phat,2030 Diamond Blvd H,Vietnamese,concord,,,,,,,
China Wall Buffet,1673 Willow Pass Rd,Chinese,concord,,,,,,,
Brothers' Chicken Rotisserie,1825 Sutter St suite d,Peruvian,concord,,,,,,,
Taqueria El Farolito,1844 Grant St,Mexican,concord,,,,,,,
Leisure dessert,,Restaurant,concord,,,,,,,
Noodles and Company,1110 Concord Ave,Restaurant,concord,,,,,,,
Golden Corral Buffet & Grill,2050 Diamond Blvd,Buffet,concord,,,,,,,
Nation's Giant Hamburgers,4600A Clayton Rd,Hamburger,concord,,,,,,,
Vinnie's Bar & Grill,2045 Mt Diablo St,Grill,concord,,,,,,,
The Habit Burger Grill,1110 Concord Ave suite a,Hamburger,concord,,,,,,,
Cinco De Mayo,4115 Concord Blvd 22,Mexican,concord,,,,,,,
Vineyards Restaurant and Bar,45 John Glenn Dr,Grill,concord,,,,,,,
El Pollo Loco,4401 Clayton Rd,Mexican,concord,,,,,,,
Taqueria Los Cachanillas,1880 Monument Blvd,Mexican,concord,,,,,,,
Taqueria Los Gallos Express 1,1747 Willow Pass Rd,Mexican,concord,,,,,,,
Tom's Crab Shack,1851 Sutter St,Seafood,concord,,,,,,,
Taqueria La plaza,1801 Sutter St H,Mexican,concord,,,,,,,
Five Guys,5442 Ygnacio Valley Rd,Hamburger,concord,,,,,,,
Mariscos La Playita,1841 Willow Pass Rd,Mexican,concord,,,,,,,
Barney's Hickory Pit,3446 Clayton Rd,Barbecue,concord,,,,,,,
El Yahualica Tacos,2699 Monument Blvd i,Mexican,concord,,,,,,,
Pizza Guys,1919 Salvio St,Pizza,concord,,,,,,,
International Market and Grill,4425 Treat Blvd suite m,Afghani,concord,,,,,,,
Back Forty Texas BBQ,100 Coggins Dr,Barbecue,concord,,,,,,,
Waikiki Hawaiian BBQ,1680 Willow Pass Rd e,Hawaiian,concord,,,,,,,
Taco Bell,2475 Olivera Rd,Fast Food,concord,,,,,,,
El Pollo Loco,1551 Monument Blvd,Mexican,concord,,,,,,,
Round Table Pizza,1743 Willow Pass Rd,Pizza,concord,,,,,,,
BurgerIM Gourmet Burgers  Halal,2018 Salvio St,Restaurant,concord,,,,,,,
Jack in the Box,4740 Clayton Rd,Fast Food,concord,,,,,,,
Agave Grill & Cantina,1935 Galindo St,Mexican,concord,,,,,,,
Buffalo Wild Wings,2090 Diamond Blvd,Chicken Wings,concord,,,,,,,
Izakaya An,3501 Clayton Rd ste a,Restaurant,concord,,,,,,,
Silverlake Ramen,2 Diamond Blvd,Ramen,concord,,,,,,,
Las Cabanas restaurant,1044 Shary Cir,Mexican,concord,,,,,,,
Jack in the Box,1710 Monument Blvd,Fast Food,concord,,,,,,,
T4,2151 Salvio St,Restaurant,concord,,,,,,,
Panda Express,1100 Concord Ave,Chinese,concord,,,,,,,
Restaurante Pancho Villa,1500 Monument Blvd Unit F13,Seafood,concord,,,,,,,
La Cabana Bar & Grill,1500 Monument Blvd B,Restaurant,concord,,,,,,,
Bistro,1855 Gateway Blvd,Restaurant,concord,,,,,,,
Lido Bar  Grill,Inside Clarion Hotel 1050 Burnett Ave,Gastropub,concord,,,,,,,
Afghan Cuisine,2995 Monument Blvd STE D,Afghani,concord,,,,,,,
Jack's Restaurant and Bar,60 Crescent Dr Suite A,American,concord,,,,,,,
Ramen 101 Concord,1988 Galindo St,Restaurant,concord,,,,,,,
EJ Phair Brewing Company Concord Alehouse,2151 Salvio St L,Brewpub,concord,,,,,,,
Panera Bread,1975 Diamond Blvd,Sandwich,concord,,,,,,,
Taco Bell,1698 Monument Blvd,Fast Food,concord,,,,,,,
Mountain Mike's Pizza,3501 Clayton Rd,Pizza,concord,,,,,,,
Sunvalley Food Court,1 Sun Valley Mall,Restaurant,concord,,,,,,,
El Aguacate Del Grullo,Peralta & Arnold Industrial Pl Concord CA 94520 Arnold Industrial Pl,Restaurant,concord,,,,,,,
Skipolini's Pizza,1033 Diablo St,Pizza,concord,,,,,,,
Denny's,1313 Willow Pass Rd,Diner,concord,,,,,,,
Ima's Kusina,2030 Diamond Blvd,Restaurant,concord,,,,,,,
Cactus Cafe,1390 Willow Pass Rd 110,Restaurant,concord,,,,,,,
The Hop Grenade,2151 Salvio St Suite J,Restaurant,concord,,,,,,,
Panda Express,2380 Monument Blvd,Chinese,concord,,,,,,,
Damo Sushi,508 Contra Costa Blvd R,Sushi,concord,,,,,,,
Epidemic Ales,150 Mason Cir J,Brewery,concord,,,,,,,
McDonald's,107 Sun Valley Mall,Fast Food,concord,,,,,,,
Nama Sushi Pleasant Hill,2375 Contra Costa Blvd Ste A,Sushi,concord,,,,,,,
Chipotle Mexican Grill,2002 Salvio St ste a,Mexican,concord,,,,,,,
McDonald's,1691 Monument Blvd,Fast Food,concord,,,,,,,
Asia Express Chinese Food,1803 Monument Blvd  E,Chinese,concord,,,,,,,
Oyama BBQ,1420 Contra Costa Blvd d1,Barbecue,concord,,,,,,,
Taco Bell,4674 Clayton Rd,Fast Food,concord,,,,,,,
Rossi's Cafe and Deli,One Concord Center 2300 Clayton Rd 150,Sandwich,concord,,,,,,,
Burger King,4320 Clayton Rd,Fast Food,concord,,,,,,,
Seafood City Supermarket,2030 Diamond Blvd,Business center,concord,,,,,,,
Capriotti's Sandwich Shop,1975 Mt Diablo St,Sandwich,concord,,,,,,,
Goldilocks,2030 Diamond Blvd,Restaurant,concord,,,,,,,
Ike's Sandwiches,1975 Diamond Blvd Ste D150,Sandwich,concord,,,,,,,
Himalayan Cuisine Restaurant,2118 Willow Pass Rd 400,Restaurant,concord,,,,,,,
Birria & Carnitas,1500 Monument Blvd,Mexican,concord,,,,,,,
Restaurante El Salvador,2118 Willow Pass Rd,Salvadoran,concord,,,,,,,
The Fresh Fork,2000 Clayton Rd,Restaurant,concord,,,,,,,
Anarkali Halal Restaurant,1823 Broadway St,Indian,concord,,,,,,,
All Stars Dip Inc,PO box 21579,Thai,concord,,,,,,,
Red Dragon,3491 Clayton Rd,Sichuan,concord,,,,,,,
Sichuan House,2064 Treat Blvd,Sichuan,concord,,,,,,,
Mr Pickle's Sandwich Shop,1515 Broadway St,Sandwich,concord,,,,,,,
Jimmy John's,785 Oak Grove Rd g1,Sandwich,concord,,,,,,,
Casa Del Alfajor  Rico Pan Bakery,1665 Willow Pass Rd,Bistro,concord,,,,,,,
TOGO'S Sandwiches,1768 Willow Pass Rd,Sandwich,concord,,,,,,,
Wence's Restaurant,1922 Oak Park Blvd,Californian,concord,,,,,,,
Domino's Pizza,3544 Clayton Rd,Pizza Delivery,concord,,,,,,,
Subway,2166 Solano Way,Sandwich,concord,,,,,,,
Popbar,2045 Diamond Blvd 34,Restaurant,concord,,,,,,,
Boba Loca,1843 Willow Pass Rd,Bubble Tea,concord,,,,,,,
AH Afghan Cuisine,4115 Concord Blvd Suite 54,Restaurant,concord,,,,,,,
Catus Cafe Galleria,1200 Concord Ave,Restaurant,concord,,,,,,,
Subway,3375 Port Chicago Hwy Suite 12,Sandwich,concord,,,,,,,
Cafe Pica Deli,1850 Gateway Blvd  140,Deli,concord,,,,,,,
Chipotle Mexican Grill,60 Crescent Dr ste g,Mexican,concord,,,,,,,
Jamba Willows Shopping Center,1975 Diamond Blvd D5,Restaurant,concord,,,,,,,
Krispy Kreme,1991 Diamond Blvd,Donuts,concord,,,,,,,
Kinja Sushi Bar & Restaurant,2118 Willow Pass Rd 200,Japanese,concord,,,,,,,
Viaggio Ristorante & Bar,1975 Diamond Blvd E361,Italian,concord,,,,,,,
Concord Tap House,3513 Clayton Rd,Bar,concord,,,,,,,
Cinnaholic,2008 Salvio St,Bakery,concord,,,,,,,
Jack in the Box,1817 Contra Costa Blvd,Fast Food,concord,,,,,,,
Rocco's Ristorante Pizzeria,2909 Ygnacio Valley Rd,Pizza,concord,,,,,,,
The Habit Burger Grill,1504 Geary Rd,Hamburger,concord,,,,,,,
WiseGirl  Ristorante Italiano & Cocktails,1932 Oak Park Blvd,Italian,concord,,,,,,,
Subway,1751 Willow Pass Rd,Sandwich,concord,,,,,,,
Costco Food Court,2400 Monument Blvd,Food court,concord,,,,,,,
Willows Shopping Center,1975 Diamond Blvd,Restaurant,concord,,,,,,,
Kabob Hutt,165 Washburn Cir,Persian,corona,,,,,,,
New York Pizza Department & Bagels,2279 Eagle Glen Pkwy 105,Pizza,corona,,,,,,,
Mantra Indian Cuisine,712 N Main St,Indian,corona,,,,,,,
Silver Dollar Pancake House,710 E 6th St,Breakfast,corona,,,,,,,
Mimi's Cafe,2230 Griffin Way,Bistro,corona,,,,,,,
Seven Seas Thai Cuisine,1525 E Ontario Ave 107,Thai,corona,,,,,,,
Cowboy Surfer Grill,387 Magnolia Ave 106,Restaurant,corona,,,,,,,
Vito's Italian Pizza,440 River Rd c,Italian,corona,,,,,,,
Mi Tortilla Mexican Grill,487 Magnolia Ave,Mexican,corona,,,,,,,
Min's Dumpling House,440 N McKinley St Suite 103,Dumpling,corona,,,,,,,
Miguel's California Mexican Cocina,2715 Lakeshore Dr,Mexican,corona,,,,,,,
SGC,113 E 6th St,Japanese,corona,,,,,,,
Lamppost Pizza Main Street Brewery,493 N Main St,Pizza,corona,,,,,,,
Corona Airport Cafe,1903 Aviation Dr,Restaurant,corona,,,,,,,
RA Sushi Bar Restaurant,2785 Cabot Dr 101,Sushi,corona,,,,,,,
Corky's Kitchen & Bakery  Corona,3811 Bedford Canyon Rd Suite 108,American,corona,,,,,,,
Hong Kong Chinese Restaurant,1370 W 6th St,Chinese,corona,,,,,,,
Punjabi Tandoor,2150 California Ave 101,Indian,corona,,,,,,,
Romano's Macaroni Grill,3591 Grand Oaks,Italian,corona,,,,,,,
Casa Taquito,2721 Green River Rd 106,Mexican,corona,,,,,,,
Lazy Dog Restaurant & Bar,Corona Hills Plaza 380 N McKinley St,American,corona,,,,,,,
Anthony's Pizza & Pasta,13100 Magnolia Ave,Pizza,corona,,,,,,,
El Sol Mexican Restaurant,1112 W 6th St,Mexican,corona,,,,,,,
Rumi's Restaurant,718 N Main St 102,Persian,corona,,,,,,,
ChickfilA,3555 Grand Oaks,Fast Food,corona,,,,,,,
Thai Thai Cuisine,1390 W 6th St Ste 132,Thai,corona,,,,,,,
Tamazula Baja Grill,324 S Main St,Mexican,corona,,,,,,,
Thai Tuk Tuk,725 W 6th St,Thai,corona,,,,,,,
El Cerrito Cafe,19619 Temescal Canyon Rd,Mexican,corona,,,,,,,
Organic Junkie,420 N Main St STE 109,Restaurant,corona,,,,,,,
Hunnys Restaurant,402 S Main St,Diner,corona,,,,,,,
The Bucket Crab & Crawfish,2279 Eagle Glen Pkwy,Seafood,corona,,,,,,,
Tudy's Taqueria,1027 W 6th St,Mexican,corona,,,,,,,
Shogun Restaurant,275 Teller St STE 130,Sushi,corona,,,,,,,
El Torero Restaurant,222 E 3rd St,Mexican,corona,,,,,,,
Fish O Licious,451 Magnolia Ave,Seafood,corona,,,,,,,
Chuck Wagon Bar & Cafe,1353 W 6th St,American,corona,,,,,,,
Brandon's Diner,4714 Green River Rd,Diner,corona,,,,,,,
InNOut Burger,450 Auto Center Dr,Hamburger,corona,,,,,,,
Jerseys Restaurant corona,1197 Magnolia Ave,Pizza,corona,,,,,,,
Graziano's Pizza Restaurant,333 Magnolia Ave,Pizza,corona,,,,,,,
Maria's Mexican Kitchen,163 W Ontario Ave 101,Mexican,corona,,,,,,,
Thai Lotus Restaurant,2795 Cabot Dr,Thai,corona,,,,,,,
TGI Fridays,2795 Cabot Dr,Restaurant,corona,,,,,,,
Kahlo's Mexican Restaurant,5365 13100 Magnolia Ave ste a,Mexican,corona,,,,,,,
Fuze Pizza,135 E Ontario Ave 103,Pizza,corona,,,,,,,
Chili's Grill & Bar,3579 Grand Oaks,Tex Mex,corona,,,,,,,
Applebee's Grill  Bar,521 N McKinley St,Restaurant,corona,,,,,,,
The Original Cangrejo Nice,510 Hidden Valley Pkwy Suite 101,Seafood,corona,,,,,,,
True Mediterranean Kitchen,469 Magnolia Ave,Mediterranean,corona,,,,,,,
Maki Yaki,635 N Main St,Sushi,corona,,,,,,,
Burger Basket Corona,1058 W 6th St,Fast Food,corona,,,,,,,
La Torta Del Medio Dia,219 E 3rd St,Mexican,corona,,,,,,,
Broken Yolk Cafe,1501 Rimpau Ave 101,Breakfast,corona,,,,,,,
El Ranchito Taco Shop,1181 Magnolia Ave,Mexican,corona,,,,,,,
Sapporo Seafood Buffet,591 N McKinley St 100,Seafood,corona,,,,,,,
Miguel's Jr,1570 W 6th St,Latin American,corona,,,,,,,
Boondocks,100 E Harrison St,Grill,corona,,,,,,,
El Chivazo Salvadorian Restaurant,514 S Smith Ave,Salvadoran,corona,,,,,,,
Samurai Kitchen,1690 W 6th St A,Japanese,corona,,,,,,,
Mariscolandia,115 N McKinley St 101,Seafood,corona,,,,,,,
Taco Lucas,401 S Lincoln Ave G,Mexican,corona,,,,,,,
Sombrero Mexican Food,1535 E Ontario Ave  105,Mexican,corona,,,,,,,
Marui Sushi,2347 California Ave 101,Sushi,corona,,,,,,,
Sanchez Tacos,430 River Rd  D,Mexican,corona,,,,,,,
Sushi Kawa Sports Bar and Grill,469 Magnolia Ave STE 101,Grill,corona,,,,,,,
Mr You Express,175 E Ontario Ave  101,Chinese,corona,,,,,,,
Pho 36,2310 California Ave,Vietnamese,corona,,,,,,,
Outback Steakhouse,151 N McKinley St,Steak,corona,,,,,,,
Sizzler,1461 Rimpau Ave,Restaurant,corona,,,,,,,
Poki Cat  Poke and Salad,420 N Main St Ste 110,Restaurant,corona,,,,,,,
Thai Star BBQ,3848 McKinley St M,Thai,corona,,,,,,,
El Torito,2240 Griffin Way,Mexican,corona,,,,,,,
Super Taco,450 S Main St unit d,Mexican,corona,,,,,,,
Flame's Corona Burgers,307 E 6th St,Fast Food,corona,,,,,,,
Pho Lee,776 N Main St,Vietnamese,corona,,,,,,,
Farmer Boys,263 N Lincoln Ave,Restaurant,corona,,,,,,,
Pho Dat Restaurant,1237 W 6th St,Restaurant,corona,,,,,,,
Vallarta Mexican Food,California Ave,Mexican,corona,,,,,,,
IHOP,2450 Wardlow Rd,Restaurant,corona,,,,,,,
Miguel's Jr,2320 Compton Ave,Mexican,corona,,,,,,,
Miguel's Jr,1039 W 6th St,Mexican,corona,,,,,,,
Shamrock's Grille & Pub,1275 Magnolia Ave,Grill,corona,,,,,,,
Golden Chopstix,1312 E Ontario Ave  107,Chinese,corona,,,,,,,
Vallarta2,1102 S Main St,Mexican,corona,,,,,,,
Castaneda's Mexican Food,1340 El Sobrante Rd,Mexican,corona,,,,,,,
Peter's Burgers & Mexican Food,923 W 6th St,Mexican,corona,,,,,,,
Subway,1222 E Magnolia Ave STE 104,Sandwich,corona,,,,,,,
Chipotle Mexican Grill,1160 E Ontario Ave STE 101,Mexican,corona,,,,,,,
Yoshinoya Corona,401 S Lincoln Ave C,Restaurant,corona,,,,,,,
Farmer Boys,1625 E 6th St,Restaurant,corona,,,,,,,
Skillet's Cafe,490 Hidden Valley Pkwy STE 101,Restaurant,corona,,,,,,,
Porky's Pizza,2210 Griffin Way 106,Pizza,corona,,,,,,,
Denny's,2379 Compton Ave,Diner,corona,,,,,,,
El Pollo KriOllo,1390 W 6th St,Peruvian,corona,,,,,,,
Alamilla's Mexican Food,841 N Main St,Mexican,corona,,,,,,,
Ono Hawaiian BBQ,926 E Ontario Ave 102,Hawaiian,corona,,,,,,,
Buffalo Wild Wings,2670 Tuscany St 101,Chicken Wings,corona,,,,,,,
Juan Pollo,1277 W 6th St,Chicken,corona,,,,,,,
Mariscos Las Islas Marias Corona,1438 W 6th St,Mexican,corona,,,,,,,
Denny's,165 McKinley St,Diner,corona,,,,,,,
Wienerschnitzel,315 S Main St,Fast Food,corona,,,,,,,
Original Tommy's,2280 Compton Ave,Hamburger,corona,,,,,,,
El Pollo Loco,610 N Main St,Mexican,corona,,,,,,,
Jinhan Korean Soup and Rice,2276 Griffin Way 108,Restaurant,corona,,,,,,,
Del Taco,103 E 3rd St,Fast Food,corona,,,,,,,
El Chivito Birrieria,1530 W 6th St 107,Mexican,corona,,,,,,,
Alberto's Mexican Food,105 N McKinley St 1202,Mexican,corona,,,,,,,
Carl's Jr,1199 Magnolia Ave,Fast Food,corona,,,,,,,
Jugos Vallarta,675 E Grand Blvd,Mexican,corona,,,,,,,
Alberto's Mexican Food,1141 W 6th St,Mexican,corona,,,,,,,
Don Diablos Ceviche Mariscos & Sushi Bar & Restaurant,650 S Lincoln Ave,Seafood,corona,,,,,,,
Jack in the Box,2711 Green River Rd,Fast Food,corona,,,,,,,
Rakki Sushi,1380 W 6th St 101,Sushi,corona,,,,,,,
Kabab Crush  Taste of the Mediterranean,350 N McKinley St,Restaurant,corona,,,,,,,
Fatburger & Buffalo's Express,2795 Cabot Dr Suite 6102,Hamburger,corona,,,,,,,
Round Table Pizza,1180 El Camino Ave 116,Pizza,corona,,,,,,,
Thai Variety,650 S Lincoln Ave,Thai,corona,,,,,,,
Del Taco,310 McKinley St,Fast Food,corona,,,,,,,
Jack in the Box,784 N Main St,Fast Food,corona,,,,,,,
Pho Xpress,650 S Lincoln Ave,Vietnamese,corona,,,,,,,
Dalia's Pizza,1411 Rimpau Ave 104,Restaurant,corona,,,,,,,
Circle City Pizza,675 E Grand Blvd,Pizza,corona,,,,,,,
Flame Broiler,440 River Rd,Fast Food,corona,,,,,,,
Sonic DriveIn,1202 Magnolia Ave Bldg C,Fast Food,corona,,,,,,,
Red Ginger China Bistro,1185 Magnolia Ave GHJ,Chinese,corona,,,,,,,
5th Ave Bagelry,1210 Magnolia Ave,Restaurant,corona,,,,,,,
HomeTown Buffet,390 N McKinley St,Buffet,corona,,,,,,,
Del Taco,1219 E Ontario Ave,Fast Food,corona,,,,,,,
Carnitas Zaragoza,1252 W 6th St STE 107,Mexican,corona,,,,,,,
Min's Dumpling House,1297 E Ontario Ave,Restaurant,corona,,,,,,,
Sunday Dinners Soul Food,3848 N McKinley St Ste B,Soul,corona,,,,,,,
The Kickin' Crab,482 N Main St Ste 102,Seafood,corona,,,,,,,
The Flame Broiler,750 S Lincoln Ave 102,Fast Food,corona,,,,,,,
Wendy's,705 N Main St,Fast Food,corona,,,,,,,
LeanFeast  Corona CA,540 Hidden Valley Pkwy STE 101,Fast Food,corona,,,,,,,
Jack in the Box,1315 Magnolia Ave STE 102,Fast Food,corona,,,,,,,
Puerto Nuevo Restaurant,1438 W 6th St,Mexican,corona,,,,,,,
Wingstop,160 E Ontario Ave STE 101,Chicken Wings,corona,,,,,,,
Carl's Jr,1865 W 6th St,Fast Food,corona,,,,,,,
Carl's Jr,2199 Sampson Ave,Fast Food,corona,,,,,,,
Rally's,1406 W 6th St,Restaurant,corona,,,,,,,
Carl's Jr,230 W Foothill Pkwy,Fast Food,corona,,,,,,,
McDonald's,1215 Magnolia Ave,Fast Food,corona,,,,,,,
Magic Wok,1146 W 6th St 103,Asian,corona,,,,,,,
El Pollo Loco,2651 River Rd,Mexican,corona,,,,,,,
Panda Express,441 Magnolia Ave,Chinese,corona,,,,,,,
Subway,115 N McKinley St Unit 107,Sandwich,corona,,,,,,,
Subway,1106 W 6th St Suite C,Sandwich,corona,,,,,,,
Pizza Hut,1075 W 6th St,Pizza,corona,,,,,,,
Subway,540 Hidden Valley Pkwy STE 104,Sandwich,corona,,,,,,,
McDonald's,310 S Lincoln Ave St,Fast Food,corona,,,,,,,
Little Caesars Pizza,750 S Lincoln Ave,Pizza,corona,,,,,,,
Xpresso Urban Cafe,2681 Green River Rd 101,Restaurant,corona,,,,,,,
Tacos Melano's,623 E 6th St,Restaurant,corona,,,,,,,
Taco Bell,1134 W 6th St,Fast Food,corona,,,,,,,
Subway,635 N Main St Unit B3,Sandwich,corona,,,,,,,
Sushi Or Wasabi,529 N McKinley St Suite 101,Sushi,corona,,,,,,,
Taco Bell,220 W Ontario Ave St,Fast Food,corona,,,,,,,
Panera Bread,2570 Tuscany St STE 102,Sandwich,corona,,,,,,,
Main Street Deli,175 E Ontario Ave,Sandwich,corona,,,,,,,
Denny's,1833 W 6th St,Diner,corona,,,,,,,
Subs Galore & More,2721 Green River Rd  101,Sandwich,corona,,,,,,,
McDonald's,1290 E Ontario Ave,Fast Food,corona,,,,,,,
New Spice World,3275 106 944 W 6th St,Indian grocery store,corona,,,,,,,
Jersey Mike's Subs,350 N McKinley St,Sandwich,corona,,,,,,,
Yelo's Tacos,1411 Rimpau Ave 101,Restaurant,corona,,,,,,,
TOGO'S Sandwiches,1312 E Ontario Ave STE 108,Sandwich,corona,,,,,,,
Corona burgers and eats,307 E 6th St,Restaurant,corona,,,,,,,
Papa John's Pizza,2310 California Ave Suite 101,Pizza,corona,,,,,,,
Eat Chow,1802 Newport Blvd,New American,costa mesa,,,,,,,
Vaca,695 Town Center Dr Suite 170,Spanish,costa mesa,,,,,,,
Al Forno Caffe,1525 Mesa Verde Dr E,Italian,costa mesa,,,,,,,
