name,address,type,place
Great Clips Airmont Colonial Square,329 NY59,Beauty salon,airmont
Appearance One,321 NY59,Beauty salon,airmont
Rapunzel Hair Studio,296 NY59,Beauty salon,airmont
Celso' Family barber shop,191 NY59 9,Beauty salon,airmont
Time Nails,329 NY59,Beauty salon,airmont
Ivy Nails,424 Saddle River Rd,Nail salon,airmont
Nail Splash,,Beauty salon,airmont
Cindys Nails Spa,241 NY59,Nail salon,airmont
Suffern Nails,NY59,Nail salon,airmont
Cozy Nails,321 NY59,Nail salon,airmont
Queens Nail & Spa,,Beauty salon,airmont
Carmines Headquarters,301 NY59,Beauty salon,airmont
J K Nails,296 Route 59 Ave,Nail salon,airmont
In NailSpa,14 Indian Rock,Nail salon,airmont
European Wax Center,247 NY59,Waxing hair removal service,airmont
Perfection beauty,321 NY59,Beauty salon,airmont
Spa Plus Nail Studio,424 Saddle River Rd,Nail salon,airmont
FibroblastbyAdele,7 Cardinal Ct,Beauty salon,airmont
Nailsplash,26 NY59,Nail salon,airmont
Family Barber Shop,191 NY59 9,Beauty salon,airmont
Oksana Beauty Salon,387 NY59,Beauty salon,airmont
Nailsplash,22 NY59,Nail salon,airmont
Chic Beauty Salon,51 Lonergan Dr,Beauty salon,airmont
Lenore Sauberman Electrolysis,245 Parkside Dr,Electrolysis hair removal service,airmont
Thony's Barber Shop & House of Nails,811 Chestnut Ridge Rd,Beauty salon,airmont
Simi's Salon,26 Hilltop Ln,Beauty salon,airmont
Lila's beauty salon,230 W Rte 59,Beauty salon,airmont
Melicie Hair Salon,11 S Main St,Beauty salon,airmont
Costantinos Salon,216 Franklin Turnpike,Beauty salon,airmont
Big Z Beauty Salon BigChic Beauty Salon,50 N Myrtle Ave,Beauty salon,airmont
Princess Nail Spa,811 Chestnut Ridge Rd  H,Nail salon,airmont
Masterworks Cosmetics,27 Orchard St,Beauty salon,airmont
Heaven Scent,21 Main St,Beauty salon,airmont
Spa Blue International,31 Kennedy Dr,Nail salon,airmont
Ecovian Hair Studio,,Beauty salon,airmont
Spring Valley Nail & Hair,4 N Main St 2,Beauty salon,airmont
Angel Nails,6 Red Schoolhouse Rd,Beauty salon,airmont
Bilyanni Beauty Spa,75 N Main St 8,Beauty salon,airmont
Malania Beauty Salon,14 S Central Ave,Beauty salon,airmont
Cutie Nails,230 W Rte 59,Nail salon,airmont
Beauty Salon Gissela,,Beauty salon,airmont
Kouame Kouadio,39 S Main St UNIT 4,Beauty salon,airmont
Stephanie Unisex,61 S Central Ave,Beauty salon,airmont
Clinica De Belleza Lel Glamour,37 S Main St,Beauty salon,airmont
Image Works Salon,875 NJ17 S,Beauty salon,airmont
Powder & Paint,31 Kennedy Dr,Nail salon,airmont
Beverly Salon,37 Lawrence St,Beauty salon,airmont
Hawaii Nail,96 NY59,Nail salon,airmont
Blooming Nail&Spa,6 Red Schoolhouse Rd,Nail salon,airmont
Caribbean & Dominican Unique Beauty Salon,,Beauty salon,airmont
Pinks Eyebrow Threading Salon,180 Franklin Turnpike,Beauty salon,airmont
Kelly's Unisex Salon,Lincoln St,Beauty salon,airmont
Mystic Images Salon,74 Lafayette Ave 102,Beauty salon,airmont
Halo Hair Barbershop,281 NY59 Unit D,Hair salon,airmont
Spring Nails & Beauty,52 NY45,Nail salon,airmont
Salon Olive,180 Franklin Turnpike,Nail salon,airmont
Lather Lounge Salon,1300 NJ17,Beauty salon,airmont
Revel Salon,16A Lafayette Ave,Beauty salon,airmont
Mahwah Nails,109 Miller Rd,Nail salon,airmont
Flash Nail & Spa,1300 NJ17  14,Nail salon,airmont
2K Nail Salon,,Nail salon,airmont
Pro Nails,115 Franklin Turnpike,Nail salon,airmont
Miri Sebbag Wigs,33 Olympia Ln,Hair salon,airmont
New Nail Studio,1300 NJ17 14,Nail salon,airmont
Luxe European Salon,385 Franklin Turnpike,Beauty salon,airmont
Exciting Hair,110 Chestnut Ridge Rd,Beauty salon,airmont
Moxie Salon And Beauty Bar,2030 Chestnut Ridge Rd,Beauty salon,airmont
Hair Razors Plus Inc,495 Franklin Turnpike  4,Beauty salon,airmont
D Janina's Nails Salon,70 Chestnut Ridge Rd,Nail salon,airmont
Seventeen Nails,875 NJ17,Nail salon,airmont
Belle Nail,21 Interstate Shop Center,Nail salon,airmont
Avanti Salon,124 E Main St,Nail salon,airmont
The Honey Pot,165 Franklin Turnpike,Waxing hair removal service,airmont
Nail Gallery,495 Franklin Turnpike  6,Nail salon,airmont
Haircut Co,150 E Main St,Beauty salon,airmont
