name,address,type,place
Nuova Italia Restaurant,32 E Lake St,Italian,addison
Rio's Addison,1600 W Lake St Ste102,South American,addison
Venuti's Italian Restaurant & Banquet Hall,2251 W Lake St,Italian,addison
Elio Pizza On Fire,445 W Lake St,Pizza,addison
La Magdalena Wonderful Mexican,321 N Addison Rd,Mexican,addison
La Hacienda De Los Fernandez,1571 W Lake St,Mexican,addison
Dapper's West Family Restaurant,980 W Lake St,Restaurant,addison
Aurelio's Pizza,1455 W Lake St Suite C,Pizza,addison
Millie's Pancake Shoppe Inc,605 W Lake St,Breakfast,addison
Portillo's Hot Dogs,100 W Lake St,Fast Food,addison
DeMarco's,5N105 IL53,Italian,addison
Serino Italian Deli,1720 W Army Trail Blvd,Italian,addison
Giordano's,1323 W Lake St,Pizza Delivery,addison
Subdragon 111 Thai Restaurant,74 W Lake St,Thai,addison
Bok Choy Asian Kitchen  Addison,1861 1576 W Lake St 106,Asian,addison
Granny's Restaurant,190 N Swift Rd,Familyfriendly,addison
601 Bar & Grill,601 Army Trail Blvd F,Grill,addison
Cilantro Taco Grill,503 W Lake St,Mexican,addison
Amada's Cuban & Mexican Restaurant,340 W Lake St,Mexican,addison
IHOP,1671 W Lake St,Restaurant,addison
Carol's Garden Restaurant,515 S Schmale Rd,American,addison
MuggsNManor,437 Addison Rd,Grill,addison
Nardi's Tower of Pizza,23 N Addison Rd,Pizza,addison
Casinos pizza,190 N Swift Rd Unit A,Pizza,addison
El Burrito Tapatio,640 W Lake St,Mexican,addison
Sunmist Restaurant,501 E Lake St,Familyfriendly,addison
Culver's,1347 W Lake St,American,addison
Salsa Grill,815 S Rohlwing Rd,Mexican,addison
Tacos Puebla,511 N Addison Rd,Mexican,addison
El Burrito Mexicano Real,520 W Lake St,Mexican,addison
Famous Dave's BarBQue,1631 W Lake St,Barbecue,addison
New China Mandarin Restaurant,505 W Lake St,South Asian,addison
Gorditas El Terre,240 W Lake St,Mexican,addison
Mario's Deli,1700 W Lake St,Restaurant,addison
La Placita Taqueria,390 W Lake St,Mexican,addison
American Tap,701 W Lake St,American,addison
Gordillas,655 W Lake St,Mexican,addison
Gorditas Don Coco,617 W Lake St,Mexican,addison
Franky's Red Hots,1250 W Lake St  23,American,addison
Rosati's Pizza,739 N Mill Rd,Pizza,addison
Taqueria Mexico 2000 Llc,401 Irmen Dr  AB,Mexican,addison
Uncle Pete's Pizza and El pollo giro,426 W Lake St,Pizza,addison
Chipotle Mexican Grill,Lake & Rohlwing 1078 N Rohlwing Rd,Mexican,addison
Panda Express,1070 N Rohlwing Rd,Chinese,addison
Good Luck Chop Suey,615 W Lake St,Chinese,addison
White Castle,2110 Army Trail Rd,Fast Food,addison
Four Seasons Steak & Grill,260262 W North Ave,Fine Dining,addison
Dunkley's Tavern,96 E Lake St,Restaurant,addison
Middleterranean,1600 W Lake St 108a,Restaurant,addison
Burger King,440 W Lake St,Fast Food,addison
La Herradura taqueria,511 Addison Rd,Mexican,addison
K1 Paddock Lounge  Sports Bar & Restaurant  Addison IL,2381 Army Trail Rd,Restaurant,addison
Zio Tonys Pizza,613 W Lake St,Pizza,addison
Brauer House,1000 N Rohlwing Rd 13,American,addison
Burger King,1012 N Rohlwing Rd,Fast Food,addison
Asti Italian Deli,1410 Irving Park Rd,Italian,addison
Colombian's Taste,5N105 N Rohlwing Rd,Colombian,addison
Christy's,200 E Irving Park Rd,American,addison
Dave & Buster's,1155 N Swift Rd,Sports bar,addison
Apollo Grill,348 E N Ave,Mediterranean,addison
McDonald's,410 W North Ave,Fast Food,addison
Subway,1050 N Rohlwing Rd,Sandwich,addison
Playas Nayaritas,533 W Lake St,Seafood,addison
Los Burritos Mexicanos,118 North Ave,Mexican,addison
McDonald's,501 W Lake St,Fast Food,addison
Subway,274 W Fullerton Ave,Sandwich,addison
Mariscos Miramar,31 North Ave,Mexican,addison
U Gazdy Polish Restaurant,270 W Irving Park Rd,Polish,addison
Subway,2101 W Army Trail Rd,Sandwich,addison
Portillo's Hot Dogs,635 12 North Ave,Fast Food,addison
Blue Line Bar & Grill,475 S Grace St,Pub,addison
Chipotle Mexican Grill,298 North Ave 1,Mexican,addison
Lou Malnati's Pizzeria  Carry Out,114 W Lake St,Pizza Delivery,addison
Cemitas Poblanas,345 North Ave,Mexican,addison
Gina's Hot Dogs & Italian Beef,1222 E Irving Park Rd,Hot Dog,addison
Taco Real & Pupuseria,1029 North Ave,Mexican,addison
Wingstop,1076 N Rohlwing Rd,Chicken Wings,addison
La Michoacana Premium,507 W Lake St,Dessert,addison
Panera Bread,1600 W Lake St Suite 101,Sandwich,addison
Sweet 'n Brew Cafe,1250 W Lake St 1,Coffee shop,addison
V Lounge,2251 W Lake St,Lounge,addison
Da Pizza Dude,,Pizza,addison
Carnicerias Jimenez,240 W Lake St,Restaurant,addison
Dunkin',1750 W Lake St,Coffee shop,addison
Peshawari Grill Restaurant,1023 W North Ave,Restaurant,addison
Briki Cafe,1453 W Lake St,Cafe,addison
Jimmy John's,1450 W Lake St,Sandwich,addison
Subway,450 W Lake St,Sandwich,addison
Crazy    Pour Sports Bar,105 E N Ave,Restaurant,addison
Playas Bar and Grill,533 W Lake St,Restaurant,addison
Pyramid Sports Bar & Pizzeria,236 W Lake St,Sports bar,addison
STACYS PLACE,441 W Lake St,Restaurant,addison
Bigby's Pour House,1700 W Lake St,Bar,addison
Marino's Pizzeria & Cafe,138 E Irving Park Rd,Pizza,addison
EL Paisano Super Mercado,3 N Addison Rd,Grocery store,addison
Dunkin',33 E Lake St,Coffee shop,addison
Golden Wok China Buffet,290 W N Ave,Buffet,addison
Ki's Steak & Seafood Restaurant,705 North Ave,Seafood,addison
Carol's Garden Restaurant,Carol Stream,American,addison
Pizza Hut,Addison,Pizza,addison
New York Chaat Juice & Snacks,Addison,Restaurant,addison
Johnny B's,Addison,Restaurant,addison
Babcock's Grove House,Lombard,American,addison
Antonio Ristorante Italiano,Itasca,Italian,addison
Schnitzel Platz,Glendale Heights,German,addison
Yue Sun Restaurant,Wood Dale,Japanese steakhouse,addison
Burger King,Lombard,Fast Food,addison
Sweet Baby Ray's Barbecue,Wood Dale,Barbecue,addison
Bentley's Pancake House,Wood Dale,Breakfast,addison
Brunch Cafe,,Restaurant,addison
efecxz,,Restaurant,addison
Domino's Pizza,Lombard,Pizza Delivery,addison
Fox & Turtle,Itasca,American,addison
Bucky's Convenience Stores,Addison,Convenience store,addison
Francesca's Amici,Elmhurst,Italian,addison
Shoeless Joe's Ale House & Grille,Addison,Sports bar,addison
McDonald's,Lombard,Fast Food,addison
Tree Guys Pizza Pub,Itasca,Pizza,addison
Hoy's Chinese Restaurant,Bensenville,Chinese,addison
Daddy O's Diner,219 N Walnut St,Breakfast,addison
Subway,1033 W N Ave,Sandwich,addison
Los Buenos Diaz,224 W Green St B,Mexican,addison
Chipotle Mexican Grill,170 E Lake St,Mexican,addison
Mamma Maria's Pizzeria & Ristorante,438 S York Rd,Restaurant,addison
White Castle,306 North Ave,Hamburger,addison
La Dolce Vita Restaurant,350 N Wood Dale Rd,Italian,addison
Shorty's,123 W Irving Park Rd,American,addison
Nana's Hotdogs Of Elmhurst,582 W Lake St,Hot Dog,addison
Taco Bell,322 W Irving Park Rd,Fast Food,addison
Elmhurst Family Restaurant,441 W Lake St,Familyfriendly,addison
Zenwich,416 N York St B,Restaurant,addison
Kebab House,229 W Grand Ave,Turkish,addison
De Campana Restaurant,229 W Grand Ave  K,Mexican,addison
Omelette House,525 St Charles Rd,Brunch,addison
Shaahi Biryani,246 Town Center Ln,Indian,addison
Our Kitchen Restaurant,363 W Lake St,American,addison
Rose's Chinese Restaurant,154 Irving Park Rd,Chinese,addison
Popeyes Louisiana Kitchen,691 W Lake St,Chicken,addison
Manny's Ale House,683 St Charles Rd,Grill,addison
Pazzi Di Pizza,105 S York St,Italian,addison
Wendy's,467 Georgetown Square,Fast Food,addison
SUSHI TIME,113 N York St,Sushi,addison
Egg Harbor Cafe,City Center 140 Robert T Palmer Dr,Brunch,addison
The Bistro - Eat Drink Connect(r),370 IL83,American,addison
McDonald's,1301 E Irving Park Rd,Fast Food,addison
Dunkin',411 E North Ave,Coffee shop,addison
Nu Crepes,115 W Schiller Ct,American,addison
Sarpino's Pizzeria,623 W North Ave,Pizza Delivery,addison
Victory Meat and Seafood,116 N York St,Steak,addison
Tam Tam Candy,511 N Addison Rd unit a,Candy store,addison
Sushi Nest,142 N York St,Sushi,addison
Lou Malnati's Pizzeria  Carry Out,110 W Park Ave,Pizza,addison
Popeyes Louisiana Kitchen,511 Irving Park Rd,Chicken,addison
Scooby's Red Hots,25 W Grand Ave,Fast Food,addison
Thai Kitchen,344 S Main St,Thai,addison
STRAY HEN CAFE,105 S York St suite a,Breakfast,addison
100 South Chop House and Grill,100 S York St,Steak,addison
fire  wine,433 N Main St,Italian,addison
Hunan Palace Chinese Restaurant,583 N York St,Chinese,addison
Bricks Wood Fired Pizza  Downtown Lombard,132 W St Charles Rd,Pizza,addison
Jimmy John's,1000 S Rohlwing Rd,Sandwich,addison
McDonald's,302 Irving Park Rd,Fast Food,addison
Chipotle Mexican Grill,353 S IL83,Mexican,addison
Burger King,309 W Irving Park Rd,Fast Food,addison
Gianorio's Pizza & Pasta,434 S Main St,Pizza,addison
El Famous Burrito,904 N York St,Mexican,addison
Cilantro Taco Grill,677 N York St,Mexican,addison
Fitz's Pub,172 N Addison Ave,Pub,addison
East Wind Chinese Restaurant,422 N York St,Chinese,addison
Jade Dragon Restaurant,1075 S York Rd,Chinese,addison
Johnny & Tony's Italian Beef & Pizzeria,426 N York St,Pizza,addison
Elmhurst Brewing Company,171 N Addison Ave,Brewpub,addison
Red Dragon Chinese Restaurant,117 W 1st St,Chinese,addison
Red Arrow Eatery & SelfPour  Elmhurst,111 E 1st St,Barbecue,addison
Chipotle Mexican Grill,139 N York St,Mexican,addison
McDonald's,350 E St Charles Rd,Fast Food,addison
Buffalo Wild Wings,149 N York St,Chicken Wings,addison
LomLing Restaurant,108 W St Charles Rd 2231,Chinese,addison
Circle K,600 W N Ave,Gas station,addison
Blackberry Market,401 N Main St,Restaurant,addison
Culver's,436 N York St,American,addison
Thorntons,800 W Lake St,Convenience store,addison
Itasca Country Club,400 E Orchard St,Country club,addison
More Brewing Company,126 S Villa Ave,Brewery,addison
Wheaton Wok N Fire,120 E Liberty Dr,Asian,addison
The Corner Diner,215 S IL83,Restaurant,addison
Dunkin',298 W North Ave Ste 8,Coffee shop,addison
Fitz's Spare Keys,119 N York St,Bar,addison
Glen Prairie Local Flavor Fine Food & Drink,1250 Roosevelt Rd,American,addison
Panera Bread,108 E North Ave,Sandwich,addison
March Quality New and PreOwned Foodservice Equipment,930 W Fullerton Ave,Restaurant supply store,addison
Taco Bell,1140 S York Rd,Fast Food,addison
Lou Malnati's Pizzeria,1050 E Higgins Rd,Pizza,addison
Parts Town,1200 Greenbriar Dr,Restaurant supply store,addison
Chicago Prime Italian Restaurant,700 N Meacham Rd,Italian,addison
Jimmy John's,2172 Bloomingdale Rd,Sandwich,addison
Crossroads Tavern and Eatery,396 W Irving Park Rd,Sports bar,addison
Jimmy John's,479 Irving Park Rd,Sandwich,addison
ADE Restaurant Services Inc,471 Irmen Dr,Restaurant supply store,addison
White Cottage Pizzeria,1930 W Army Trail Rd,Pizza,addison
Starbucks,1590 W Lake St 101,Coffee shop,addison
Montarra,1491 S Randall Rd,New American,algonquin
Biaggi's Ristorante Italiano,1524 S Randall Rd,Italian,algonquin
Bold American Fare,8 S Main St,Restaurant,algonquin
Bonefish Grill,1604 S Randall Rd,Seafood,algonquin
Burnt Toast Restaurant,2520 Bunker Hill Dr,Breakfast,algonquin
Rainbow Pancake House and Restaurant,1229 S Main St,Diner,algonquin
The Texan BBQ,101 N Main St,Barbecue,algonquin
Short Stacks,208 S Main St,Breakfast,algonquin
Jiang's Mongolian Grill,1740 S Randall Rd,Mongolian BBQ,algonquin
Woow Sushi,780 S Randall Rd,Sushi,algonquin
Bangkok Thai & Sushi,4077 W Algonquin Rd,Thai,algonquin
Kosta's Gyros,4053 W Algonquin Rd,Gyro,algonquin
Lily Garden Restaurant,2106 W Algonquin Rd,Chinese,algonquin
JJ's Polish Restaurant,2104 W Algonquin Rd,Polish,algonquin
Algonquin Mexican Restaurant,648 S Main St,Mexican,algonquin
Algonquin Sub Shop,105 Filip St 2723,Sandwich,algonquin
The Black Bear Bistro,107 S Main St,Restaurant,algonquin
Moretti's Ristorante & Pizzeria Lake in the Hills,220 Randall Rd,Italian,algonquin
Giordano's,1505 S Randall Rd,Pizza Delivery,algonquin
Bubs Subs,260 S Randall Rd,Sandwich,algonquin
El Fuego Tacos & Burritos,132 S Randall Rd,Mexican,algonquin
Cucina Bella,220 S Main St,Italian,algonquin
Gourmet House,1740 E Algonquin Rd,Chinese,algonquin
China Bistro,3979 W Algonquin Rd,Chinese,algonquin
Port Edward Restaurant,20 W Algonquin Rd,Restaurant,algonquin
Riverview Restaurant & Tavern,1320 S Main St,Pizza,algonquin
On The Border Mexican Grill & Cantina,1512 S Randall Rd,Mexican,algonquin
Chili's Grill & Bar,1480 S Randall Rd,Tex Mex,algonquin
