name,address,type,place
Addison Historical Museum,135 Army Trail Blvd,Museum,addison
artifact cases,840 Fiene Dr,Museum,addison
Salt creek parking lot,Salt Creek Greenway Trail,Museum,addison
J and C Creations Inc,Algonquin,Handicraft museum,algonquin
Mack Manor  ChristmasHalloween Display,Fox River Grove,Museum,algonquin
Xplor,Carpentersville,Museum,algonquin
Dundee Twp Historical Society,West Dundee,Museum,algonquin
Illinois Railway Museum,Union,Rail museum,algonquin
Place de la Musique,,Museum,algonquin
SANFILIPPO Renata,Barrington,Museum,algonquin
Elgin Public Museum,Elgin,Museum,algonquin
Elgin History Museum,Elgin,Local history museum,algonquin
Elgin Fire Barn No 5 Museum,Elgin,Museum,algonquin
McHenry County Historical Society,Union,History museum,algonquin
Fox River Trolley Museum,South Elgin,Rail museum,algonquin
First Division Museum at Cantigny,Wheaton,History museum,algonquin
Northern Illinois Fire Museum,Marengo,Museum,algonquin
Field Museum,Chicago,Museum,algonquin
Elmhurst Art Museum,Elmhurst,Museum,algonquin
DuPage Children's Museum,Naperville,Children's museum,algonquin
Children's Neighborhood Museum  Round Lake Area Park District,Round Lake,Children's museum,algonquin
Illinois Holocaust Museum & Education Center,Skokie,History museum,algonquin
Wauconda Township Historical Society,Wauconda,Museum,algonquin
Bess Bower Dunn Museum of Lake County,Libertyville,Museum,algonquin
Museum of Science and Industry Chicago,Chicago,Science museum,algonquin
Naper Settlement,Naperville,Open air museum,algonquin
SciTech Hands On Museum,Aurora,Museum,algonquin
Raupp Memorial Museum,Buffalo Grove,Museum,algonquin
National Museum of the American Sailor,Great Lakes,Museum,algonquin
Geneva History Museum,Geneva,Museum,algonquin
Arlington Heights Historical Museum,Arlington Heights,History museum,algonquin
Fabyan Villa Museum & Japanese Garden,Geneva,Historical place museum,algonquin
Garfield Farm Museum,La Fox,Museum,algonquin
Chicago History Museum,Chicago,History museum,algonquin
Peggy Notebaert Nature Museum,Chicago,Natural history museum,algonquin
Discovery Center Museum,Rockford,Children's museum,algonquin
Bloomingdale Park District Museum,Bloomingdale,History museum,algonquin
Ellwood House Museum,DeKalb,Museum,algonquin
Historic Auto Attractions,Roscoe,History museum,algonquin
The Richard H Driehaus Museum,Chicago,Museum,algonquin
National Museum of Mexican Art,Chicago,Art museum,algonquin
St Charles History Museum & The Curious Fox Gift Shop,St Charles,Museum,algonquin
Batavia Depot Museum,Batavia,Museum,algonquin
American Writers Museum,Chicago,Museum,algonquin
Swedish American Museum,Chicago,Museum,algonquin
Kohl Children's Museum,Glenview,Museum,algonquin
Volo Auto Museum,Volo,Museum,algonquin
International Museum of Surgical Science,Chicago,Science museum,algonquin
Mitchell Museum of the American Indian,Evanston,Museum,algonquin
Block Museum of Art Northwestern University,Evanston,Art museum,algonquin
Burpee Museum of Natural History,Rockford,Natural history museum,algonquin
American Toby Jug Museum,Evanston,Museum,algonquin
The Art Institute of Chicago,Chicago,Museum,algonquin
Oriental Institute Museum,Chicago,Archaeological museum,algonquin
Addison Historical Museum,Addison,Museum,algonquin
Beith House Museum,St Charles,Museum,algonquin
Museum Campus,Chicago,History museum,algonquin
DuPage County Historical Museum & Wheaton Park District Administration Building,Wheaton,History museum,algonquin
Aurora Regional Fire Museum,Aurora,Museum,algonquin
NIU Art Museum,DeKalb,Art museum,algonquin
Waukegan History Museum,Waukegan,Museum,algonquin
Wonder Works Children's Museum,Oak Park,Children's museum,algonquin
Robert R McCormick House,Wheaton,Museum,algonquin
Lizzadro Museum of Lapidary Art,Oak Brook,Art museum,algonquin
Russell Military Museum,Russell,Museum,algonquin
Air Classics Museum,Sugar Grove,Museum,algonquin
William Tanner House,Aurora,Museum,algonquin
Joliet Area Historical Museum,Joliet,Historical place museum,algonquin
Elmhurst History Museum,Elmhurst,Museum,algonquin
Chicago Children's Museum,Chicago,Children's museum,algonquin
Museum of Contemporary Photography,Chicago,Museum,algonquin
Chicago Sports Museum,Chicago,Museum,algonquin
Pritzker Military Museum & Library,Chicago,History museum,algonquin
Billy Graham Center Museum,Wheaton,Museum,algonquin
Ukrainian National Museum,Chicago,Museum,algonquin
DuSable Museum of African American History,Chicago,History museum,algonquin
Midway Village Museum,Rockford,Local history museum,algonquin
Pick Museum of Anthropology,DeKalb,Museum,algonquin
Schingoethe Museum,Aurora,Museum,algonquin
Museums at Lisle Station Park,Lisle,Museum,algonquin
Itasca Historical Depot,Itasca,History museum,algonquin
JuricaSuchy Nature Museum,Lisle,Museum,algonquin
Smart Museum of Art,Chicago,Art museum,algonquin
Museum Of Contemporary Art Chicago,Chicago,Modern art museum,algonquin
Il State MuseumLockport Gallery,Lockport,Museum,algonquin
Little White School Museum,Oswego,History museum,algonquin
Downers Grove Museum,Downers Grove,Local history museum,algonquin
Charles Gates Dawes House,Evanston,Museum,algonquin
Children's Museum in Oak Lawn,Oak Lawn,Children's museum,algonquin
Leather Archives and Museum,Chicago,Museum,algonquin
National Museum of Puerto Rican Arts & Culture,Chicago,Museum,algonquin
Polish Museum of America,Chicago,Museum,algonquin
Big Rock Historical Society,Big Rock,Museum,algonquin
Rockford Art Museum,Rockford,Museum,algonquin
McCormick Bridgehouse & Chicago River Museum,Chicago,Museum,algonquin
Winnetka Historical Society,Winnetka,Museum,algonquin
Erlander Home Museum,Rockford,History museum,algonquin
Balzekas Museum Of Lithuanian,Chicago,Museum,algonquin
Jane Addams HullHouse Museum,Chicago,Museum,algonquin
Chicago Maritime Museum,Chicago,Local history museum,algonquin
Route 66 Association of Illinois,Pontiac,Museum,algonquin
Flagg Township Museum,Rochelle,Local history museum,algonquin
Robbins Illinois History Museum,3644 139th St,Museum,alsip
Children's Museum in Oak Lawn,5100 Museum Dr,Children's museum,alsip
Francis O'Neill Mausoleum,,Museum,alsip
911 Memorial,,Museum,alsip
Blue Island Junction,2698 Broadway St,Museum,alsip
Park,14522 Cleveland Ave,Museum,alsip
Midwest Carvers Museum,16236 Vincennes Ave,Museum,alsip
Sundrop Prairie Kedzie,15100 Kedzie Ave,Museum,alsip
The Veterans Garage,14846 McKinley Ave,Museum,alsip
Tony W Kernagis Memorial House,15299 Vine Ave,Museum,alsip
Imagination StationDramatic,10859 S Lowe Ave,Museum,alsip
S I S T A P L A C E,8840 S Indiana Ave,Museum,alsip
Museum of Science and Industry Chicago,5700 S Lake Shore Dr,Science museum,alsip
Field Museum,1400 S Lake Shore Dr,Museum,alsip
Balzekas Museum Of Lithuanian,6500 S Pulaski Rd,Museum,alsip
The Art Institute of Chicago,111 S Michigan Ave,Museum,alsip
Museum Campus,337 East Randolph St,History museum,alsip
DuSable Museum of African American History,740 E 56th Pl,History museum,alsip
National A Philip Randolph Pullman Porter Museum,10406 S Maryland Ave,Heritage museum,alsip
Chicago Children's Museum,700 E Grand Ave,Children's museum,alsip
Bronzeville Children's Museum,9301 S Stony Island Ave,Children's museum,alsip
Oriental Institute Museum,1155 E 58th St,Archaeological museum,alsip
