name,address,type,place
Words Bookstore,Asbury Park,Book store,asbury park
PJ & S Urban League Bookz,Asbury Park,Book store,asbury park
Get Bible Book Store,Neptune City,Book store,asbury park
Antic Hay Books,Ocean Township,Used book store,asbury park
Paperback Exchange,Belmar,Used book store,asbury park
Comic Crypt LLC,Eatontown,Comic book store,asbury park
Barnes & Noble,Eatontown,Book store,asbury park
Andrus Auctions,,Used book store,asbury park
The Bunny with the Basket,,Book store,asbury park
Parabaas,,Book store,asbury park
Shelter Home,Asbury Park,Gift shop,asbury park
Asbury Galleria,Asbury Park,Gift shop,asbury park
BookTowne,Manasquan,Book store,asbury park
Cats Don't Drink Tea,,Childrens book store,asbury park
The Pier News Stand,,Book store,atlantic city
Truth That Rocks Bookstore & Solid Grounds Coffee Lounge,1100 New Rd,Christian book store,atlantic city
Sun Rose Words & Music,756 Asbury Ave,Book store,atlantic city
Bookateria Two,1052 Asbury Ave,Used book store,atlantic city
Paradies Shops,2801 Boardwalk,Gift shop,atlantic city
BooksAMillion,2200 Wrangleboro Rd,Book store,atlantic city
The Community Chest Thrift Shop,4014 Ventnor Ave,Thrift store,atlantic city
Stockton University Bookstore,Ewing Lower Level 101 Vera King Farris Dr,Book store,atlantic city
Sun records ,Asbury Ave,Book store,atlantic city
Aunt Debbie's Health Food Store,816 N Main St,Book store,atlantic city
The Little Boho Bookshop,164A Broadway,Book store,bayonne
Manifest Comics,Bayonne,Comic book store,bayonne
Bayonne History,Bayonne,Book store,bayonne
Black Horizon Books,Jersey City,Book store,bayonne
Hood Soap Productions,,Book store,bayonne
Jesus the Redeemer,Jersey City,Book store,bayonne
Hudson Booksellers,,Book store,bayonne
Caliber Paper Books,,Book store,bayonne
WORD,Jersey City,Book store,bayonne
Source of Knowledge Book Store,Newark,Book store,bayonne
Elizabeth Campus Bookstore,Elizabeth,Book store,bayonne
Restoration Book Store,Elizabeth,Book store,bayonne
Saint Peter's University Bookstore,Jersey City,Book store,bayonne
Hudson Booksellers,Newark,Book store,bayonne
NJIT Bookstore,Newark,Book store,bayonne
Barnes and Noble Rutgers University  Newark,Newark,Book store,bayonne
Liberty Island Bookstore,,Book store,bayonne
Every Thing Goes Book Cafe and Neighborhood Stage,Staten Island,Used book store,bayonne
Blessed Store,Newark,Book store,bayonne
Vector Collectibles,Bayonne,Toy store,bayonne
