name,address,type,place
Victoria Jo Lee Salon Inc,101 S 7th St,Beauty salon,akron
Salon Cheriss,401 S 7th St 3,Hair salon,akron
The Hair Studio,122 Bomberger Rd,Beauty salon,akron
Marci Leigh's Hair Design Std,6 Fulton St,Beauty salon,akron
Signature Style,550B S 7th St,Beauty salon,akron
New Image Salon,3440 Rothsville Rd  D,Beauty salon,akron
Prime Time Hair & Nail Salon,4219 Oregon Pike,Beauty salon,akron
Lord & Davis Salon & Day Spa,4246 Oregon Pike,Beauty salon,akron
Sharon May Beauty Salon,10 N Church St  C,Beauty salon,akron
Salon ArtTiff,194 N Reading Rd,Beauty salon,akron
Salon Intuitions,77 Park Ave 12,Beauty salon,akron
Coppertree Salon,550 N State St,Beauty salon,akron
Christine Wenrich Beauty Salon,32 E Main St,Nail salon,akron
Trendz Studio,325 S Reading Rd  C,Beauty salon,akron
Classic Images Hair Salon,1 Sylvia Dr,Beauty salon,akron
Cozette's Salon,3 Dutchland Ave,Beauty salon,akron
Details Hair Design,410 E Main St,Beauty salon,akron
J & Co Hair Salon & Spa,15 S State St suite 107,Beauty salon,akron
AcuCut Hair Concepts,327 Jeff Ave,Beauty salon,akron
SmartStyle Hair Salon,890 E Main St,Beauty salon,akron
European Elegance Beauty Studio,356 N Reading Rd,Beauty salon,akron
Cecilia's Beauty Salon,249 N Reading Rd,Beauty salon,akron
Transformations Salon & Spa,27 W Mohler Church Rd 2,Beauty salon,akron
Style Studio,21 Cloister Ave,Beauty salon,akron
Hair & Beyond,814 Dawn Ave  A,Beauty salon,akron
Nail Savvy,15 N State St,Nail salon,akron
Head Shapers Salon,1501 W Main St,Beauty salon,akron
Great Clips,848 E Main St Ste 500,Beauty salon,akron
T Nails,41 E Main St,Nail salon,akron
Kaye Enck's Beauty Shop,109 Washington Ave,Beauty salon,akron
Naturally You Hair Design,902 Rabbit Hill Rd,Beauty salon,akron
Chateau Hair Designs,1926 W Main St,Beauty salon,akron
Rick's Step'n Up Hair Studio,918 N State St,Beauty salon,akron
Nail Studio,122 N Reading Rd,Nail salon,akron
LA Nails  Ephrata,848 E Main St,Nail salon,akron
Healing Touch Health Spa,16 S 7th St,Spa,akron
Daisy Nails,1069 Sharp Ave,Nail salon,akron
Gayle's Hair Design & Boutique,4 Blaine Ave,Beauty salon,akron
Pure Essence,33 W Main St,Beauty salon,akron
Tigon's Nails and Spa,453 N Reading Rd,Nail salon,akron
Skin Care Therapeutics & Electrolysis By Edie,2320 Rothsville Rd 105b,Electrolysis hair removal service,akron
Headrush Hair Designs & Spa,762 Lititz Pike,Beauty salon,akron
J Marconi Studios,1 W Main St,Hair salon,akron
Sophia's Hair Salon,53 E Main St,Beauty salon,akron
The Mansion on Main Organic Salon & Spa,119 W Main St,Beauty salon,akron
Destinations Hair Studio & Spa  Lancaster  Leola  OFFICIAL SITE,58 Deborah Dr,Hair salon,akron
Patty's Cuts and Barber Services,249 N Reading Rd,Hair salon,akron
Dollar General,560 S 7th St,Beauty supply store,akron
Youphoria Hair  Skin  Body,1985 N Reading Rd,Beauty salon,akron
Studio B Hair Design,39 Church St,Hair salon,akron
Salonovation,63 E Main St,Beauty salon,akron
A Little Off the Top,100 Highlands Dr  201,Beauty salon,akron
The Style Studio,44 Lancaster Ave,Hair salon,akron
Salon MJM,354 Main St,Nail salon,akron
All About Hair,71 Arrowhead Dr,Beauty salon,akron
Shear Indulgence,620 Paxton Pl 105,Beauty salon,akron
Vizion Beauty Salon,602 New Holland Ave,Beauty salon,akron
BLU Spa & Salon,2323 Oregon Pike,Hair salon,akron
Judy Morrison's Beauty Salon,2611 Lititz Pike,Beauty salon,akron
Li's Hair Salon,1872 Fruitville Pike,Beauty salon,akron
