name,address,type,place
Clay Book Store,2450 W Main St,Book store,akron
Conestoga Bookstore & Library,2175 Division Hwy,Book store,akron
Eastern Mennonite Publication,40 Wood Corner Rd,Book store,akron
Aaron's Books,35 E Main St,Book store,akron
Lancaster County Firemen's Association Bookstore,632 E Oregon Rd,Book store,akron
Barnes & Noble,Red Rose Commons 1700 H Fruitville Pike,Book store,akron
Bookends Bookstore,901 Eden Rd,Book store,akron
BooksAMillion,124 Park City Center C0278,Book store,akron
Ridgeview Book Store & Fabrics,3733 Ridge Rd,Book store,akron
Back to Basics,693 Brunnerville Rd,Book store,akron
B R Books,1933 Fruitville Pike,Used book store,akron
The Bible's Story,176 April Ln,Book store,akron
Good Books,Old Philadelphia Pike,Book store,akron
Juliana Book Store,125 N Duke St,Used book store,akron
Book Resort,225 N Marshall St,Used book store,akron
Joy Book Store,Route 501 N,Book store,akron
4th Wall Comics,1224 Millersville Pike,Comic book store,akron
Mullen Books Inc,121 Walnut St,Used book store,akron
Goodwill Store & Donation Center,1166 S State St,Thrift store,akron
BooksAMillion,3000 Whiteford Rd,Book store,akron
BooksAMillion,351 W Schuylkill Rd,Book store,akron
BooksAMillion,5125 Jonestown Rd 465,Book store,akron
The Pilot Shop at Airways Inc,520 Airport Rd,Book store,akron
AA Comics and Cards,610 Cumberland St,Comic book store,akron
Ollie's Bargain Outlet,880 Plaza Blvd,Book store,akron
FYE,292 Park City Center,Book store,akron
Go Calendars Toys & Games,765 Park City Center Space G0765,Book store,akron
Penn Bookstore,3601 Walnut St,Book store,akron
Country Cupboard Variety Store,7007 3535 Old Philadelphia Pike  B,Book store,akron
Lancaster Mennonite Historical Society,2215 Millstream Rd,Book store,akron
Complete In Box,368 N Reading Rd,Video game store,akron
Uncle Funky's Thrift Shop,Ephrata,Thrift store,akron
Hursh's Country Store,Ephrata,Gift shop,akron
ReUzit on State An MCC Thrift Store,Ephrata,Thrift store,akron
Outback Toys,Lititz,Toy store,akron
Ten Thousand Villages,Ephrata,Gift shop,akron
