name,address,type,place
Nonna Rosa Traditional Italian Kitchen,363 S 7th St,Italian,akron
Gus's Keystone Family Restaurant,3687 Rothsville Rd,Familyfriendly,akron
Bright's Restaurant,1025 S State St,Familyfriendly,akron
New Panda,3583 Rothsville Rd,Restaurant,akron
Brewster's BarBQue LLC,1121 Steinmetz Rd,Barbecue,akron
Three Sisters Park,119 E Main St,Thai,akron
The Hill,415 E Main St,American,akron
Aromas Del Sur Restaurant,548 S State St,Colombian,akron
JD's Pazzo Pizza,325 S Reading Rd  A,Pizza,akron
Ephrata Pizza & Italian Restaurant,43 E Main St,Italian,akron
CJ's Deli,244 N State St 2232,Restaurant,akron
Chris's New York Pizzeria,128 N Reading Rd,Pizza,akron
Fratelli's Pizza,848 E Main St,Pizza,akron
Applebee's Grill  Bar,320 E Main St,Restaurant,akron
Little Caesars Pizza,1111 S State St,Pizza,akron
Olde Lincoln House,1398 W Main St,American,akron
Isaac's Restaurant  Ephrata,120 N Reading Rd Cloister Shopping Center,Sandwich,akron
Two Cousins Pizza,4207 Oregon Pike,Pizza,akron
Golden Triangle Asian Cuisine,433 N Reading Rd,Restaurant,akron
China Taste,8 E Main St,Chinese,akron
La Borimex Mexican Restaurant,1623 Division Hwy,Mexican,akron
Caruso's Italian Restaurant,2036 Main St,Italian,akron
Sonic DriveIn,4247 Oregon Pike,Fast Food,akron
Little Nicki's Pizza,1635 W Main St,Pizza,akron
White Swan,1264 E Newport Rd,Restaurant,akron
Arby's,888 E Main St,Fast Food,akron
Taco Bell,880 E Main St,Fast Food,akron
Papa John's Pizza,705 W Main St,Pizza,akron
Wawa,602 S Reading Rd,Convenience store,akron
Subway,4227 Oregon Pike,Sandwich,akron
Burger King,310 N Reading Rd,Fast Food,akron
Jake & Leona's Restaurant,955 N State St,Restaurant,akron
Domino's Pizza,108 N Reading Rd Ste K,Pizza Delivery,akron
China Moon,1067 Sharp Ave,Chinese,akron
Auntie Anne's,890 E Main St,Restaurant,akron
Wok N Roll,Ephrata Plaza 363 N Reading Rd,Chinese,akron
Reflections Restaurant,1390 E Oregon Rd,American,akron
Dunkin',1111 S State St,Coffee shop,akron
Pizza Hut,320 N Reading Rd,Pizza,akron
The Restaurant at Oregon Dairy,2900 Oregon Pike,Pennsylvania Dutch restaurant,akron
Rita's Italian Ice & Frozen Custard,290 S Reading Rd,Ice Cream,akron
Buffet,,Restaurant,akron
Subway,108 N Reading Rd A,Sandwich,akron
Leola Pizza Place,23 W Main St,Pizza,akron
New Jade House,114 N Reading Rd,Chinese,akron
Tropical Smoothie Cafe,848 E Main St 300,Restaurant,akron
McDonald's,854 E Main St,Fast Food,akron
C R Barn & Grille,100 N State St  C2,Sandwich,akron
Subway,1077 Sharp Ave,Sandwich,akron
Owl Hill Bistro,1001 E Oregon Rd,Restaurant,akron
Gracie's On West Main,264 W Main St,American,akron
Wild Wings Pizza & Things,401 N Reading Rd,Pizza,akron
The Market at Oregon Dairy,2900 Oregon Pike,Supermarket,akron
McDonald's,140 N Reading Rd,Fast Food,akron
Johnny's Bar & Steakhouse,1640 N Reading Rd,Grill,akron
The Penguin Hotel,55 E Church Rd,American,akron
Subway,890 E Main St,Sandwich,akron
Brickerville House Family Restaurant,2 E 28th Division Hwy,Familyfriendly,akron
Dunkin',3180 Oregon Pike,Coffee shop,akron
Gibraltar Restaurant,488 Royer Dr 101,Seafood,akron
Ploy Thai kitchen,486 Royer Dr 101,Thai,akron
Sals Pizza And Italian Restaurant,920 W Main St,Italian,akron
KFC,275 N Reading Rd,Chicken,akron
Hammond's OldFashioned Hand Made Pretzels,716 S West End Ave,Fast Food,akron
Zia Maria Italian Eatery & Pub,2350 N Reading Rd,Italian,akron
Fox Meadows Creamery,2475 W Main St,Restaurant,akron
Clean Eatz Lancaster,1876 Fruitville Pike,Restaurant,akron
The Greenfield Restaurant & Bar,595 Greenfield Rd,Gastropub,akron
Cafe Chocolate Of Lititz,40 E Main St 1947,Restaurant,akron
Sheetz 478,891 E Main St,Restaurant,akron
Two Cousin's Pizza,1633 Lincoln Hwy E,Takeout Restaurant,akron
Regency Catering Services,1073 Oak St,Caterer,akron
Sheetz 269,4179 Oregon Pike,Restaurant,akron
Golden Place Chinese Restauran,500 E Providence Rd 2,Chinese,aldan
Cocco's Pizza,540 Oak Ave,Pizza,aldan
Clam Tavern,339 E Broadway Ave,Seafood,aldan
Chris's Pizza,500 E Providence Rd,Pizza,aldan
Stingers Restaurant & Bar,925 Providence Rd,Grill,aldan
Pines Diner,500 E Providence Rd,Diner,aldan
Romarco's,451 E Baltimore Ave,Italian,aldan
Cedar Craft & Kitchen,1061 Cedarwood Rd 1534,American,aldan
Secane Pizza,925 Providence Rd,Pizza,aldan
Femi's Pizza,907 Clifton Ave,Fast Food,aldan
Gaetano's,210 S Springfield Rd,Pizza,aldan
Penny's Family Restaurant,206 S Springfield Rd,Restaurant,aldan
MsTiny's Jamaican Cuisine,533 MacDade Blvd,Restaurant,aldan
Dinner Pen Pine,500 E Providence Rd,Diner,aldan
Cook's2 tavern,351 S Springfield Rd,Restaurant,aldan
Golden Kitchen,426 N Springfield Rd 1304,Chinese,aldan
Good Taste Chinese Restaurant,925 Providence Rd  14,Chinese,aldan
Wawa,502 S Oak Ave,Convenience store,aldan
Danny's Luncheonette,1540 Chester Pike,Fast Food,aldan
Ciminera's Pizza,418 N Springfield Rd 1304,Pizza,aldan
Walt's Pizza & Grille,329 E Baltimore Ave,Pizza,aldan
Train Stop Restaurant,606 South Ave,Breakfast,aldan
AFC Kitchen,700 MacDade Blvd,Chicken,aldan
Malo's Pizza & Pasta,519 MacDade Blvd,European,aldan
yummy2,5 E Baltimore Ave,Breakfast,aldan
Express Wings & Pizzeria,1200 Woodlawn Ave,Restaurant,aldan
AviAnna,55 E Baltimore Ave,Thai,aldan
Paul Revere Pizza House,193 Shadeland Ave,Pizza,aldan
Dino's Style Pizza,5 N Bartram Ave,Pizza,aldan
China Moon,521 MacDade Blvd,Chinese,aldan
Best Quality Pizza,436 N Springfield Rd,Pizza,aldan
New China Restaurant,1207 MacDade Blvd,Chinese,aldan
No 1 China Zhan's Restaurant,107 E Baltimore Ave,Chinese,aldan
El buen zason mexican and Guatemalan grill,3704 Garrett Rd,Restaurant,aldan
The Fainting Goat Bar and Restaurant,105 S MacDade Blvd,Restaurant,aldan
Crystal's Comfort Food LLC,7 S Lansdowne Ave,Restaurant,aldan
Jimmy's,926 Chester Pike 1413,Fast Food,aldan
Miller's Ale House  Springfield,18 Baltimore Pike,Restaurant,aldan
Johnny Paisano's,226 Baltimore Pike,Italian,aldan
Jamaica Finga Licking Kitchen,24 S Springfield Rd,Restaurant,aldan
Murray's Bar & Grill,524 E Baltimore Ave,Bar,aldan
Popeyes Louisiana Kitchen,101 S MacDade Blvd,Chicken,aldan
genoa pizza & grill,1058 W Ashland Ave,Pizza,aldan
