name,address,type,place
Goodwill Store & Donation Center,Ephrata,Thrift store,akron
Kmart,Ephrata,Clothing store,akron
jonscreations,,Vintage clothing store,akron
above the curve,,Clothing store,akron
Martin's Clothing Shoppe,Ephrata,Clothing store,akron
Clemintines,Lititz,Women's clothing store,akron
Kokopelli Apparel,Leola,Clothing store,akron
Tiger's Eye,Lititz,Women's clothing store,akron
Young and Free Apparel,,Children's clothing store,akron
Sonnie's Secret,Lititz,Women's clothing store,akron
Filling's Clothing,Lancaster,Clothing store,akron
2KGrey,,Women's clothing store,akron
Shaub's Classic Apparel,Lititz,Clothing store,akron
Tactical Wear,Lititz,Uniform store,akron
Innovated Clothing Ltd Co,,Clothing store,akron
Shaub's,Lititz,Clothing store,akron
Agnes & Dora with Karolyn,,Women's clothing store,akron
Pappagallo,Lancaster,Women's clothing store,akron
Nicole Taylor Boutique,Lancaster,Women's clothing store,akron
Good's Store,Ephrata,Clothing store,akron
Rainbow Shops,Lancaster,Women's clothing store,akron
Target,Lititz,Clothing store,akron
TAUPE LLC,Lancaster,Women's clothing store,akron
ICandy Boutique,,Women's clothing store,akron
Plato's Closet Lancaster,Lancaster,Used clothing store,akron
Express,Lancaster,Clothing store,akron
JCPenney,Lancaster,Clothing store,akron
Resale Therapy Consignment Boutique,Lancaster,Women's clothing store,akron
Ellicott & Co,Lancaster,Men's clothing store,akron
Old Navy,Lancaster,Clothing store,akron
Telltale Dress,Lancaster,Vintage clothing store,akron
The Main Street Exchange,Gordonville,Clothing store,akron
Marshalls,Lancaster,Clothing store,akron
Ross Dress for Less,Lancaster,Clothing store,akron
Charlotte Russe,Lancaster,Clothing store,akron
Ruthie's Tee Co,Bird in Hand,Women's clothing store,akron
Realm and Reason,Lancaster,Clothing store,akron
Garage,Lancaster,Clothing store,akron
Coleson Fine Clothiers,Lancaster,Clothing store,akron
Men's Wearhouse,Lancaster,Men's clothing store,akron
Torrid,Lancaster,Plus size clothing store,akron
H&M,Lancaster,Clothing store,akron
Maurices,Lancaster,Women's clothing store,akron
The Scarlet Willow,Lancaster,Vintage clothing store,akron
Lane Bryant,Lancaster,Plus size clothing store,akron
Burlington  Temporarily Closed,Lancaster,Clothing store,akron
JJill,Lancaster,Women's clothing store,akron
LOFT,Lancaster,Women's clothing store,akron
JCrew Factory,Lancaster,Clothing store,akron
Justice,Lancaster,Children's clothing store,akron
Buckle,Lancaster,Clothing store,akron
Jos A Bank,Lancaster,Men's clothing store,akron
Zumiez,Lancaster,Clothing store,akron
Windsor,Lancaster,Women's clothing store,akron
Banana Republic Factory Store,Lancaster,Clothing store,akron
Coleson Fine Clothiers,1476 Lititz Pike,Clothing store,akron
illcurrency,341 E Liberty St,Clothing store,akron
TJ Maxx,832 Plaza Blvd,Clothing store,akron
Good's Store,2499 Stiegel Pike Route 501 N,Clothing store,akron
Carter's,1571 Fruitville Pike Building H Suite 6,Children's clothing store,akron
Rainbow Shops,35 S Willowdale Dr,Women's clothing store,akron
Burlington  Temporarily Closed,1700 Fruitville Pike,Clothing store,akron
Under Armour Factory House,1300 Stanley K Tanger Dr Suite 1300,Clothing store,akron
Talbots,1647 Manheim Pike,Women's clothing store,akron
New York & Company,775 Park City Center,Women's clothing store,akron
Gap Factory,1002 Stanley K Tanger Dr,Clothing store,akron
Hollister Co,353 Park City Center Space C363,Clothing store,akron
Bon Worth,35 S Willowdale Dr Suite 305,Women's clothing store,akron
Calvin Klein Outlet,Boulevard Space 1220 311 Stanley K Tanger Dr,Clothing store,akron
Old Navy Outlet,311 STANLEY K TANGER BLVD 100,Clothing store,akron
Boscov's,800 Park City Center,Clothing store,akron
Eddie Bauer Outlet,1140 Stanley K Tanger Blvd,Outdoor clothing and equipment shop,akron
Forever 21,828 Park City Center A828,Clothing store,akron
Haggar,1245 Stanley K Tanger Blvd,Men's clothing store,akron
Columbia Factory Store,1500 Stanley K Tanger Blvd,Clothing store,akron
DXL Big  Tall,2481 Lincoln Hwy E,Men's clothing store,akron
CI Records & Fakelife Clothing Retail Store,226 N Prince St,Clothing store,akron
rue21,391 Park City Center,Clothing store,akron
Aeropostale,905 Stanley K Tanger Dr,Clothing store,akron
Talbots,805 Stanley K Tanger Dr,Clothing store,akron
H&M,311 Stanley K Tanger Dr Space No 1540,Clothing store,akron
Polo Ralph Lauren Factory Store,1480 Stanley K Tanger Dr,Clothing store,akron
Brooks Brothers Factory Outlet,108 Stanley K Tanger Blvd,Clothing store,akron
Carter's,35 S Willowdale Dr Suite 1825,Children's clothing store,akron
American Eagle & Aerie Store,650 Park City Center,Clothing store,akron
Aeropostale,711 Park City Center,Clothing store,akron
Ann Taylor Factory Store,1210 Stanley K Tanger Dr,Women's clothing store,akron
Bellaboo,32 N Queen St,Children's clothing store,akron
OshKosh B'gosh,1571 Fruitville Pike building h suite 6,Children's clothing store,akron
Nike Factory Store,311 Stanley K Tanger Blvd Suite 630,Sportswear store,akron
New York & Company,33 S Willowdale Dr,Women's clothing store,akron
rue21,501 E Hwy 114 The Shops at Levelland,Clothing store,akron
Spreadshirt M's Designs,Aldan,Clothing store,aldan
Classy Coutture,,Clothing store,aldan
Vicious Vesture,,Clothing store,aldan
Forman Mills,Glenolden,Clothing store,aldan
Work 'N Gear,Glenolden,Work clothes store,aldan
Gl'amour Ga'Lore a TK Collection,,Clothing store,aldan
Family Dollar,Aldan,Clothing store,aldan
Catherines,Springfield,Plus size clothing store,aldan
Ross Dress for Less,Holmes,Clothing store,aldan
Marshalls,Holmes,Clothing store,aldan
Belle Tresor Boutique,,Men's clothing store,aldan
Benett's Stores Inc,Darby,Men's clothing store,aldan
SneakPeak Screen Printing,Collingdale,Clothing store,aldan
Beautie's Boutique,,Women's clothing store,aldan
LibWorldstar,,Clothing store,aldan
Mohammed Ali Varieties Store,Lansdowne,Clothing store,aldan
Casual Male XL,Springfield,Men's clothing store,aldan
Clothes Mentor,Springfield,Women's clothing store,aldan
Charles & Cherish African Fashion home,Collingdale,Clothing store,aldan
Rainbow Shops,Upper Darby,Women's clothing store,aldan
Style Encore  Drexel Hill PA,Drexel Hill,Women's clothing store,aldan
Citi Trends,Philadelphia,Clothing store,aldan
JMC,Collingdale,Work clothes store,aldan
A1 Fashions  Fashion and Variety,Philadelphia,Women's clothing store,aldan
Clerico Creations,Morton,Children's clothing store,aldan
Clothes Quarters Inc,Folsom,Uniform store,aldan
Ali Fashion,,Clothing store,aldan
FashionXmall,,Women's clothing store,aldan
Princesses & Kings,,Children's clothing store,aldan
Ross Dress for Less,Drexel Hill,Clothing store,aldan
Lee's Teez,,Clothing store,aldan
Burlington  Temporarily Closed,Upper Darby,Clothing store,aldan
Sophisticated Accessories,Glenolden,Women's clothing store,aldan
Married To The Money,,Clothing store,aldan
Men's Wearhouse,Springfield,Men's clothing store,aldan
Ross Dress for Less,Upper Darby,Clothing store,aldan
K&G Fashion Superstore,Springfield,Clothing store,aldan
H&M,Upper Darby,Clothing store,aldan
Rainbow Shops,Philadelphia,Women's clothing store,aldan
Denim Dolls Fashion Lounge,Lansdowne,Clothing store,aldan
Lane Bryant,Upper Darby,Plus size clothing store,aldan
Target,Springfield,Clothing store,aldan
Old Navy,Upper Darby,Clothing store,aldan
Jos A Bank,Springfield,Men's clothing store,aldan
Milan,,Clothing store,aldan
Kid to Kid,Drexel Hill,Children's clothing store,aldan
Express,Springfield,Clothing store,aldan
Men's Formal Wear,Upper Darby,Clothing store,aldan
City Blue,Upper Darby,Men's clothing store,aldan
Marshalls,Springfield,Clothing store,aldan
Directions,Upper Darby,Men's clothing store,aldan
Charlotte Russe,Springfield,Clothing store,aldan
dd's DISCOUNTS,Philadelphia,Clothing store,aldan
Burlington  Temporarily Closed,Springfield,Clothing store,aldan
Iacobucci Formal Wear,Morton,Formal wear store,aldan
Rock N' Roll Knife Fight,Lansdowne,Clothing store,aldan
Torrid,Springfield,Women's clothing store,aldan
New York & Company,1200 Baltimore Pike,Women's clothing store,aldan
Gap,1200 Baltimore Pike 25,Clothing store,aldan
Life clothing and appeal,,Clothing store,aldan
A Bundle of Joy Boutique,,Children's clothing store,aldan
AfterLife Parkour,,Clothing store,aldan
KX Clothing,,Clothing store,aldan
Spoil Me 2,1250 Baltimore Pike L18,Clothing store,aldan
Sagets Formal Wear  Custom Suits Shirts & Formal Tuxedos,1248 Township Line Rd,Formal wear store,aldan
Zumiez,1250 Baltimore Pike,Clothing store,aldan
Ashley Stewart,30 S 69th St,Women's clothing store,aldan
Rainbow Shops,5200 Market St,Women's clothing store,aldan
Modisch Clothing,702 Church Ln,Clothing store,aldan
The Children's Place,1250 Baltimore Pike,Children's clothing store,aldan
Clutch City Official,,Clothing store,aldan
Gap Factory,40 S 69th St,Clothing store,aldan
Target,1200 Baltimore Pike,Clothing store,aldan
Lane Bryant,400 S State Rd,Plus size clothing store,aldan
Plato's Closet Broomall,1991 Sproul Rd,Clothing store,aldan
Madrag,122 S 69th St,Women's clothing store,aldan
Young's Fashions Mens Suits Shoes and Hats,114 S 52nd St,Men's clothing store,aldan
Elle's Closet,Philadelphia,Women's clothing store,aldan
The Active Mommies,,Clothing store,aldan
Old Navy,Springfield,Clothing store,aldan
rue21,Springfield,Clothing store,aldan
PacSun,Springfield,Clothing store,aldan
Mandee,Springfield,Clothing store,aldan
Brooks Brothers,Philadelphia,Clothing store,aldan
Dress Mi Pretty Couture,,Women's clothing store,aldan
Life is Good,Philadelphia,Clothing store,aldan
Chateau Luxe Boutique,Philadelphia,Women's clothing store,aldan
Aeropostale,Springfield,Clothing store,aldan
TJ Maxx,Broomall,Clothing store,aldan
TJ Maxx,Philadelphia,Clothing store,aldan
Nam Keeho Childrens Wear,Philadelphia,Uniform store,aldan
Justice,Springfield,Children's clothing store,aldan
Fason De Viv,Philadelphia,Women's clothing store,aldan
Modell's Sporting Goods,Clifton Heights,Clothing store,aldan
American Eagle & Aerie Store,Springfield,Clothing store,aldan
Professional Outfitters Alqpp,Aliquippa,Clothing store,aliquippa
Above the Rest Clothing,Aliquippa,Vintage clothing store,aliquippa
DebrAnn Weiss and Company,Aliquippa,Clothing store,aliquippa
Family Dollar,Aliquippa,Clothing store,aliquippa
Divine Elegance,Aliquippa,Boutique,aliquippa
Ziggy's Tuxedo and Suits,Aliquippa,Tuxedo shop,aliquippa
Street Heat,Ambridge,Clothing store,aliquippa
The Colemans Kendall Leigh Boutique,Ambridge,Women's clothing store,aliquippa
Wildwood Boutique,Beaver,Women's clothing store,aliquippa
My Light Of Hope,,Clothing store,aliquippa
UrbanFitCo,Sewickley,Clothing store,aliquippa
JCPenney,Monaca,Clothing store,aliquippa
American Eagle Store,Monaca,Clothing store,aliquippa
Lex & Lynne,Sewickley,Women's clothing store,aliquippa
Ross Dress for Less,Monaca,Clothing store,aliquippa
JMcLaughlin,Sewickley,Clothing store,aliquippa
Justice,Monaca,Children's clothing store,aliquippa
Boscov's,Monaca,Clothing store,aliquippa
Target,Monaca,Clothing store,aliquippa
Evil Lizard Custom Apparel,Monaca,Clothing store,aliquippa
Ragged Row,Sewickley,Women's clothing store,aliquippa
Ruffles & Truffles,Monaca,Children's clothing store,aliquippa
The Children's Place,Monaca,Children's clothing store,aliquippa
Gloria & Co Designs,Leetsdale,Clothing store,aliquippa
Bellwether,Sewickley,Clothing store,aliquippa
Hot Topic,Monaca,Clothing store,aliquippa
Flashion,,Men's clothing store,aliquippa
K&B Outfitters,Ambridge,Sportswear store,aliquippa
Apres,Sewickley,Women's clothing store,aliquippa
Marshalls,Monaca,Clothing store,aliquippa
Evil Lizard Custom Apparel Boutique,Sewickley,Clothing store,aliquippa
LuLaRoe Francine Macioce,,Women's clothing store,aliquippa
Wolf Pack Performance Fishing,Baden,Clothing store,aliquippa
Talbots,Sewickley,Women's clothing store,aliquippa
Shop MG,,Clothing store,aliquippa
15143 Co,,Clothing store,aliquippa
Scalpers,Aliquippa,Hat shop,aliquippa
wqelugax,Monaca,Used clothing store,aliquippa
The Little Black Love Box or PULCHRAP,Sewickley,Vintage clothing store,aliquippa
USA Homemade Products by Dana,,Clothing store,aliquippa
Fashion Revival,Beaver Falls,Clothing store,aliquippa
Shirley Shoppe,Beaver,Boutique,aliquippa
Old Navy,Cranberry Twp,Clothing store,aliquippa
Versona,Cranberry Twp,Women's clothing store,aliquippa
Nimaco,New Brighton,Clothing store,aliquippa
Empower Your Odyssey,,Clothing store,aliquippa
The Salvation Army Family Store & Donation Center,Aliquippa,Thrift store,aliquippa
Maurices,Pittsburgh,Women's clothing store,aliquippa
The Fashion Maven LLC,,Women's clothing store,aliquippa
Men's Wearhouse,Cranberry Twp,Men's clothing store,aliquippa
College Hill Fashions,Beaver Falls,Clothing store,aliquippa
Talbots,Cranberry Twp,Women's clothing store,aliquippa
American Eagle Store,Cranberry Twp,Clothing store,aliquippa
LOFT,Cranberry Twp,Women's clothing store,aliquippa
TJ Maxx,Cranberry Twp,Clothing store,aliquippa
Jos A Bank,Cranberry Twp,Men's clothing store,aliquippa
Plato's Closet Cranberry,Cranberry Twp,Used clothing store,aliquippa
Marshalls,Cranberry Twp,Clothing store,aliquippa
The Blue Kangaroo,,Children's clothing store,aliquippa
Tightspot Dancewear Center,Beaver,Clothing store,aliquippa
Express,Pittsburgh,Clothing store,aliquippa
Lane Bryant,Cranberry Twp,Plus size clothing store,aliquippa
OshKosh B'gosh,Cranberry Twp,Children's clothing store,aliquippa
Steel City Apparels,,Sportswear store,aliquippa
Duluth Trading Company,Pittsburgh,Clothing store,aliquippa
Luna Boutique,Sewickley,Bridal shop,aliquippa
Justice,Cranberry Twp,Children's clothing store,aliquippa
Carter's,Cranberry Twp,Children's clothing store,aliquippa
Once Upon A Child  Cranberry PA,Cranberry Twp,Children's clothing store,aliquippa
Windsor,Pittsburgh,Women's clothing store,aliquippa
All That Jazz Dance and Fitness Wear INC,Wexford,Clothing store,aliquippa
Ross Dress for Less,Pittsburgh,Clothing store,aliquippa
Miller's Shoe Store,Aliquippa,Shoe store,aliquippa
Gap,Pittsburgh,Clothing store,aliquippa
JOY Fitwear,Sewickley,Women's clothing store,aliquippa
White House Black Market,Cranberry Twp,Clothing store,aliquippa
Journeys,Monaca,Clothing store,aliquippa
Rue Boutique,Pittsburgh,Clothing store,aliquippa
Men's Wearhouse,Pittsburgh,Men's clothing store,aliquippa
Men's Wearhouse and Tux,Pittsburgh,Men's clothing store,aliquippa
Zumiez,Pittsburgh,Clothing store,aliquippa
Style Encore North Hills,Pittsburgh,Used clothing store,aliquippa
Banana Republic,Pittsburgh,Clothing store,aliquippa
JCPenney,Pittsburgh,Clothing store,aliquippa
LOFT,Pittsburgh,Women's clothing store,aliquippa
Lehigh Valley Mall Allentown Pa 7th Street Allentown,Lehigh St,Clothing store,allentown
Rainbow Shops,726 Hamilton St,Women's clothing store,allentown
assembly88,544 Hamilton St,Men's clothing store,allentown
Straight A School Uniforms,447 N 7th St,Clothing store,allentown
Ross Dress for Less,3300 Lehigh St,Clothing store,allentown
Plaza Fashion Store,235 Hamilton St,Clothing store,allentown
Le Femme Boutique,1931 Tilghman St,Formal wear store,allentown
Express,250 Lehigh Valley Mall,Clothing store,allentown
BOUTIQUETOGO,522 N 19th St,Women's clothing store,allentown
Plato's Closet Allentown,1922 Catasauqua Rd,Clothing store,allentown
Germania's Jeans Collection,625 N 7th St,Women's clothing store,allentown
Style Encore Allentown,1898 Catasauqua Rd 1,Women's clothing store,allentown
New York Fashions,603605 N 7th St,Clothing store,allentown
C E Roth Formal Wear,202 N 10th St,Formal wear store,allentown
CJ Apparel,747 Pittston St UNIT 3,Clothing store,allentown
Citi Trends,2184 W Union Blvd,Clothing store,allentown
Sue Ames Bridal Outlet,202 N 10th St,Bridal shop,allentown
Rockland Apparel,321 S Carlisle St  6,Clothing store,allentown
Linnet Collections,13 N 6th St,Women's clothing store,allentown
Gap,140 Lehigh Valley Mall,Clothing store,allentown
Kickz Da Habbit,1318 Hanover Ave,Clothing store,allentown
Monarchie Couture Store,2318 W Allen St,Women's clothing store,allentown
